ability,version_group,language,flavor_text
wonder-skin,black-white,en,"Makes status-changing
moves more likely to miss."
wonder-skin,black-2-white-2,en,"Makes status-changing
moves more likely to miss."
wonder-skin,x-y,ja-hrkt,"へんかわざを　うけにくい
からだに　なっている。"
wonder-skin,x-y,ko,"변화 기술을 받기 어려운
몸으로 되어 있다."
wonder-skin,x-y,fr,"Résiste mieux aux attaques
de statut."
wonder-skin,x-y,de,"Wehrt mit robustem Körper
viele Status-Attacken ab."
wonder-skin,x-y,es,"Dificulta que le afecten los
ataques de estado."
wonder-skin,x-y,it,"Resiste più facilmente ai
cambiamenti di stato."
wonder-skin,x-y,en,"Makes status moves
more likely to miss."
wonder-skin,x-y,ja,"変化技を　受けにくい
体に　なっている。"
wonder-skin,x-y,es-419,"Dificulta que le afecten los
ataques de estado."
wonder-skin,omega-ruby-alpha-sapphire,ja-hrkt,"へんかわざを　うけにくい
からだに　なっている。"
wonder-skin,omega-ruby-alpha-sapphire,ko,"변화 기술을 받기 어려운
몸으로 되어 있다."
wonder-skin,omega-ruby-alpha-sapphire,fr,"Résiste mieux aux attaques
de statut."
wonder-skin,omega-ruby-alpha-sapphire,de,"Wehrt mit robustem Körper
viele Status-Attacken ab."
wonder-skin,omega-ruby-alpha-sapphire,es,"Dificulta que le afecten los
ataques de estado."
wonder-skin,omega-ruby-alpha-sapphire,it,"Resiste più facilmente ai
cambiamenti di stato."
wonder-skin,omega-ruby-alpha-sapphire,en,"Makes status moves
more likely to miss."
wonder-skin,omega-ruby-alpha-sapphire,ja,"変化技を　受けにくい
体に　なっている。"
wonder-skin,omega-ruby-alpha-sapphire,es-419,"Dificulta que le afecten los
ataques de estado."
wonder-skin,sun-moon,ja-hrkt,"へんかわざを　うけにくい
からだに　なっている。"
wonder-skin,sun-moon,ko,"변화 기술을 받기 어려운
몸으로 되어 있다."
wonder-skin,sun-moon,zh-hant,"不易受到變化類招式
攻擊的身體。"
wonder-skin,sun-moon,fr,Le Pokémon résiste mieux aux capacités de statut.
wonder-skin,sun-moon,de,Wehrt mit robustem Körper viele Status-Attacken ab.
wonder-skin,sun-moon,es,"Ofrece una mayor resistencia ante los ataques de
estado."
wonder-skin,sun-moon,it,Resiste più facilmente alle mosse di stato.
wonder-skin,sun-moon,en,Makes status moves more likely to miss.
wonder-skin,sun-moon,ja,"変化技を　受けにくい
体に　なっている。"
wonder-skin,sun-moon,zh-hans,"成为不易受到变化招式
攻击的身体。"
wonder-skin,sun-moon,es-419,"Ofrece una mayor resistencia ante los ataques de
estado."
wonder-skin,ultra-sun-ultra-moon,ja-hrkt,"へんかわざを　うけにくい
からだに　なっている。"
wonder-skin,ultra-sun-ultra-moon,ko,"변화 기술을 받기 어려운
몸으로 되어 있다."
wonder-skin,ultra-sun-ultra-moon,zh-hant,"不易受到變化類招式
攻擊的身體。"
wonder-skin,ultra-sun-ultra-moon,fr,Le Pokémon résiste mieux aux capacités de statut.
wonder-skin,ultra-sun-ultra-moon,de,Wehrt mit robustem Körper viele Status-Attacken ab.
wonder-skin,ultra-sun-ultra-moon,es,"Ofrece una mayor resistencia ante los ataques de
estado."
wonder-skin,ultra-sun-ultra-moon,it,Resiste più facilmente alle mosse di stato.
wonder-skin,ultra-sun-ultra-moon,en,Makes status moves more likely to miss.
wonder-skin,ultra-sun-ultra-moon,ja,"変化技を　受けにくい
体に　なっている。"
wonder-skin,ultra-sun-ultra-moon,zh-hans,"成为不易受到变化招式
攻击的身体。"
wonder-skin,ultra-sun-ultra-moon,es-419,"Ofrece una mayor resistencia ante los ataques de
estado."
wonder-skin,lets-go-pikachu-lets-go-eevee,ja-hrkt,"へんかわざを　うけにくい
からだに　なっている。"
wonder-skin,lets-go-pikachu-lets-go-eevee,ko,"변화 기술을 받기 어려운
몸으로 되어 있다."
wonder-skin,lets-go-pikachu-lets-go-eevee,zh-hant,"不易受到變化類招式
攻擊的身體。"
wonder-skin,lets-go-pikachu-lets-go-eevee,fr,Le Pokémon résiste mieux aux capacités de statut.
wonder-skin,lets-go-pikachu-lets-go-eevee,de,Wehrt mit robustem Körper viele Status-Attacken ab.
wonder-skin,lets-go-pikachu-lets-go-eevee,es,"Ofrece una mayor resistencia ante los ataques de
estado."
wonder-skin,lets-go-pikachu-lets-go-eevee,it,Resiste più facilmente alle mosse di stato.
wonder-skin,lets-go-pikachu-lets-go-eevee,en,Makes status moves more likely to miss.
wonder-skin,lets-go-pikachu-lets-go-eevee,ja,"変化技を　受けにくい
体に　なっている。"
wonder-skin,lets-go-pikachu-lets-go-eevee,zh-hans,"成为不易受到变化招式
攻击的身体。"
wonder-skin,lets-go-pikachu-lets-go-eevee,es-419,"Ofrece una mayor resistencia ante los ataques de
estado."
wonder-skin,sword-shield,ja-hrkt,"へんかわざを　うけにくい
からだに　なっている。"
wonder-skin,sword-shield,ko,"변화 기술을 받기 어려운
몸으로 되어 있다."
wonder-skin,sword-shield,zh-hant,"不易受到變化類招式
攻擊的身體。"
wonder-skin,sword-shield,fr,Le Pokémon résiste mieux aux capacités de statut.
wonder-skin,sword-shield,de,Wehrt mit robustem Körper viele Status-Attacken ab.
wonder-skin,sword-shield,es,"Presenta una mayor resistencia ante los movimientos de
estado."
wonder-skin,sword-shield,it,Il Pokémon resiste più facilmente alle mosse di stato.
wonder-skin,sword-shield,en,Makes status moves more likely to miss.
wonder-skin,sword-shield,ja,"変化技を　受けにくい
体に　なっている。"
wonder-skin,sword-shield,zh-hans,"成为不易受到变化招式
攻击的身体。"
wonder-skin,sword-shield,es-419,"Presenta una mayor resistencia ante los movimientos de
estado."
wonder-skin,scarlet-violet,fr,Le Pokémon résiste mieux aux capacités de statut.
wonder-skin,scarlet-violet,en,Makes status moves more likely to miss the Pokémon.
analytic,black-white,fr,"Booste les capacités s’il
attaque en dernier."
analytic,black-white,en,"Boosts move power when
the Pokémon moves last."
analytic,black-2-white-2,en,"Boosts move power when
the Pokémon moves last."
analytic,x-y,ja-hrkt,"いちばん　さいごに
わざをだすと　つよくなる。"
analytic,x-y,ko,"제일 마지막에
기술을 쓰면 강해진다."
analytic,x-y,fr,"Booste les capacités s’il attaque
en dernier."
analytic,x-y,de,"Greift das Pokémon zuletzt an,
ist es stärker."
analytic,x-y,es,"Potencia el movimiento si es el
último en atacar."
analytic,x-y,it,"Se agisce per ultimo, la potenza
della mossa sale."
analytic,x-y,en,"Boosts move power when the
Pokémon moves after the target."
analytic,x-y,ja,"一番　最後に
技をだすと　強くなる。"
analytic,x-y,es-419,"Potencia el movimiento si es el
último en atacar."
analytic,omega-ruby-alpha-sapphire,ja-hrkt,"いちばん　さいごに
わざをだすと　つよくなる。"
analytic,omega-ruby-alpha-sapphire,ko,"제일 마지막에
기술을 쓰면 강해진다."
analytic,omega-ruby-alpha-sapphire,fr,"Booste les capacités s’il attaque
en dernier."
analytic,omega-ruby-alpha-sapphire,de,"Greift das Pokémon zuletzt an,
ist es stärker."
analytic,omega-ruby-alpha-sapphire,es,"Potencia el movimiento si es el
último en atacar."
analytic,omega-ruby-alpha-sapphire,it,"Se agisce per ultimo, la potenza
della mossa sale."
analytic,omega-ruby-alpha-sapphire,en,"Boosts move power when the
Pokémon moves after the target."
analytic,omega-ruby-alpha-sapphire,ja,"一番　最後に
技をだすと　強くなる。"
analytic,omega-ruby-alpha-sapphire,es-419,"Potencia el movimiento si es el
último en atacar."
analytic,sun-moon,ja-hrkt,"いちばん　さいごに　わざを　だすと
わざの　いりょくが　あがる。"
analytic,sun-moon,ko,"제일 마지막에 기술을 쓰면
기술의 위력이 올라간다."
analytic,sun-moon,zh-hant,"如果在最後使出招式，
招式就會變強。"
analytic,sun-moon,fr,"Augmente la puissance des capacités du Pokémon
s’il attaque en dernier."
analytic,sun-moon,de,"Greift das Pokémon zuletzt an, erhöht sich die
Stärke der Attacke, die es einsetzt."
analytic,sun-moon,es,"Aumenta la potencia del movimiento si es el último en
atacar."
analytic,sun-moon,it,"Se il Pokémon agisce per ultimo, la potenza
della mossa aumenta."
analytic,sun-moon,en,Boosts move power when the Pokémon moves last.
analytic,sun-moon,ja,"いちばん　最後に　技を　出すと
技の　威力が　上がる。"
analytic,sun-moon,zh-hans,"如果在最后使出招式，
招式的威力会提高。"
analytic,sun-moon,es-419,"Aumenta la potencia del movimiento si es el último en
atacar."
analytic,ultra-sun-ultra-moon,ja-hrkt,"いちばん　さいごに　わざを　だすと
わざの　いりょくが　あがる。"
analytic,ultra-sun-ultra-moon,ko,"제일 마지막에 기술을 쓰면
기술의 위력이 올라간다."
analytic,ultra-sun-ultra-moon,zh-hant,"如果在最後使出招式，
招式就會變強。"
analytic,ultra-sun-ultra-moon,fr,"Augmente la puissance des capacités du Pokémon
s’il attaque en dernier."
analytic,ultra-sun-ultra-moon,de,"Greift das Pokémon zuletzt an, erhöht sich die
Stärke der Attacke, die es einsetzt."
analytic,ultra-sun-ultra-moon,es,"Aumenta la potencia del movimiento si es el último en
atacar."
analytic,ultra-sun-ultra-moon,it,"Se il Pokémon agisce per ultimo, la potenza
della mossa aumenta."
analytic,ultra-sun-ultra-moon,en,Boosts move power when the Pokémon moves last.
analytic,ultra-sun-ultra-moon,ja,"いちばん　最後に　技を　出すと
技の　威力が　上がる。"
analytic,ultra-sun-ultra-moon,zh-hans,"如果在最后使出招式，
招式的威力会提高。"
analytic,ultra-sun-ultra-moon,es-419,"Aumenta la potencia del movimiento si es el último en
atacar."
analytic,lets-go-pikachu-lets-go-eevee,ja-hrkt,"いちばん　さいごに　わざを　だすと
わざの　いりょくが　あがる。"
analytic,lets-go-pikachu-lets-go-eevee,ko,"제일 마지막에 기술을 쓰면
기술의 위력이 올라간다."
analytic,lets-go-pikachu-lets-go-eevee,zh-hant,"如果在最後使出招式，
招式就會變強。"
analytic,lets-go-pikachu-lets-go-eevee,fr,"Augmente la puissance des capacités du Pokémon
s’il attaque en dernier."
analytic,lets-go-pikachu-lets-go-eevee,de,"Greift das Pokémon zuletzt an, erhöht sich die
Stärke der Attacke, die es einsetzt."
analytic,lets-go-pikachu-lets-go-eevee,es,"Aumenta la potencia del movimiento si es el último en
atacar."
analytic,lets-go-pikachu-lets-go-eevee,it,"Se il Pokémon agisce per ultimo, la potenza
della mossa aumenta."
analytic,lets-go-pikachu-lets-go-eevee,en,Boosts move power when the Pokémon moves last.
analytic,lets-go-pikachu-lets-go-eevee,ja,"いちばん　最後に　技を　出すと
技の　威力が　上がる。"
analytic,lets-go-pikachu-lets-go-eevee,zh-hans,"如果在最后使出招式，
招式的威力会提高。"
analytic,lets-go-pikachu-lets-go-eevee,es-419,"Aumenta la potencia del movimiento si es el último en
atacar."
analytic,sword-shield,ja-hrkt,"いちばん　さいごに　わざを　だすと
わざの　いりょくが　あがる。"
analytic,sword-shield,ko,"제일 마지막에 기술을 쓰면
기술의 위력이 올라간다."
analytic,sword-shield,zh-hant,"如果在最後使出招式，
招式的威力就會變強。"
analytic,sword-shield,fr,"Augmente la puissance des capacités du Pokémon
s’il attaque en dernier."
analytic,sword-shield,de,"Greift das Pokémon zuletzt an, erhöht sich die Stärke
der Attacke, die es einsetzt."
analytic,sword-shield,es,"Aumenta la potencia de su movimiento si es el último
en atacar."
analytic,sword-shield,it,"Se il Pokémon agisce per ultimo, la potenza
della mossa aumenta."
analytic,sword-shield,en,Boosts move power when the Pokémon moves last.
analytic,sword-shield,ja,"いちばん　最後に　技を　出すと
技の　威力が　上がる。"
analytic,sword-shield,zh-hans,"如果在最后使出招式，
招式的威力会提高。"
analytic,sword-shield,es-419,"Aumenta la potencia de su movimiento si es el último
en atacar."
analytic,scarlet-violet,fr,Augmente la puissance des capacités du Pokémon\ns’il attaque en dernier.
analytic,scarlet-violet,en,Boosts the power of the Pokémon's move if it is the last to act that turn.
illusion,black-white,fr,"Prend l’apparence du der-
nier Pokémon de l’équipe."
illusion,black-white,en,"Comes out disguised as
the Pokémon in back."
illusion,black-2-white-2,en,"Comes out disguised as
the Pokémon in back."
illusion,x-y,ja-hrkt,"うしろの　ポケモンに
なりきって　でてくる。"
illusion,x-y,ko,"뒤의 포켓몬으로
둔갑하여 나온다."
illusion,x-y,fr,"Prend l’apparence du dernier
Pokémon de l’équipe."
illusion,x-y,de,"Bestreitet Kämpfe in der Gestalt
des Listenletzten."
illusion,x-y,es,"Se convierte en el último
Pokémon del equipo."
illusion,x-y,it,"Entra con le sembianze
dell’ultimo Pokémon in squadra."
illusion,x-y,en,"Comes out disguised as the
Pokémon in the party’s last spot."
illusion,x-y,ja,"後ろの　ポケモンに
なりきって　でてくる。"
illusion,x-y,es-419,"Se convierte en el último
Pokémon del equipo."
illusion,omega-ruby-alpha-sapphire,ja-hrkt,"うしろの　ポケモンに
なりきって　でてくる。"
illusion,omega-ruby-alpha-sapphire,ko,"뒤의 포켓몬으로
둔갑하여 나온다."
illusion,omega-ruby-alpha-sapphire,fr,"Prend l’apparence du dernier
Pokémon de l’équipe."
illusion,omega-ruby-alpha-sapphire,de,"Bestreitet Kämpfe in der Gestalt
des Listenletzten."
illusion,omega-ruby-alpha-sapphire,es,"Se convierte en el último
Pokémon del equipo."
illusion,omega-ruby-alpha-sapphire,it,"Entra con le sembianze
dell’ultimo Pokémon in squadra."
illusion,omega-ruby-alpha-sapphire,en,"Comes out disguised as the
Pokémon in the party’s last spot."
illusion,omega-ruby-alpha-sapphire,ja,"後ろの　ポケモンに
なりきって　でてくる。"
illusion,omega-ruby-alpha-sapphire,es-419,"Se convierte en el último
Pokémon del equipo."
illusion,sun-moon,ja-hrkt,"てもちの　いちばん　うしろに　いる
ポケモンに　なりきって　とうじょうして
あいてを　ばかす。"
illusion,sun-moon,ko,"지닌 포켓몬 중 제일 뒤에 있는
포켓몬으로 둔갑하여 나와서
상대를 속인다."
illusion,sun-moon,zh-hant,"假扮成同行隊伍中的
最後一個寶可夢出場，
迷惑對手。"
illusion,sun-moon,fr,"Donne au Pokémon l’apparence du dernier membre
de l’équipe pour tromper l’adversaire."
illusion,sun-moon,de,"Führt den Gegner hinters Licht, indem es bei
Kampfantritt die Gestalt des Pokémon an der
letzten Stelle im Team annimmt."
illusion,sun-moon,es,"Adopta el aspecto del último Pokémon del equipo al
entrar en combate para desconcertar al rival."
illusion,sun-moon,it,"Il Pokémon inganna il nemico entrando in campo
con le sembianze dell’ultimo Pokémon della propria
squadra."
illusion,sun-moon,en,"Comes out disguised as the Pokémon in the party’s
last spot."
illusion,sun-moon,ja,"手持ちの　いちばん　うしろに　いる
ポケモンに　なりきって　登場して
相手を　化かす。"
illusion,sun-moon,zh-hans,"假扮成同行队伍中的
最后一个宝可梦出场，
迷惑对手。"
illusion,sun-moon,es-419,"Adopta el aspecto del último Pokémon del equipo al
entrar en combate para desconcertar al rival."
illusion,ultra-sun-ultra-moon,ja-hrkt,"てもちの　いちばん　うしろに　いる
ポケモンに　なりきって　とうじょうして
あいてを　ばかす。"
illusion,ultra-sun-ultra-moon,ko,"지닌 포켓몬 중 제일 뒤에 있는
포켓몬으로 둔갑하여 나와서
상대를 속인다."
illusion,ultra-sun-ultra-moon,zh-hant,"假扮成同行隊伍中的
最後一個寶可夢出場，
迷惑對手。"
illusion,ultra-sun-ultra-moon,fr,"Donne au Pokémon l’apparence du dernier membre
de l’équipe pour tromper l’adversaire."
illusion,ultra-sun-ultra-moon,de,"Führt den Gegner hinters Licht, indem es bei
Kampfantritt die Gestalt des Pokémon an der
letzten Stelle im Team annimmt."
illusion,ultra-sun-ultra-moon,es,"Adopta el aspecto del último Pokémon del equipo al
entrar en combate para desconcertar al rival."
illusion,ultra-sun-ultra-moon,it,"Il Pokémon inganna il nemico entrando in campo
con le sembianze dell’ultimo Pokémon della propria
squadra."
illusion,ultra-sun-ultra-moon,en,"Comes out disguised as the Pokémon in the party’s
last spot."
illusion,ultra-sun-ultra-moon,ja,"手持ちの　いちばん　うしろに　いる
ポケモンに　なりきって　登場して
相手を　化かす。"
illusion,ultra-sun-ultra-moon,zh-hans,"假扮成同行队伍中的
最后一个宝可梦出场，
迷惑对手。"
illusion,ultra-sun-ultra-moon,es-419,"Adopta el aspecto del último Pokémon del equipo al
entrar en combate para desconcertar al rival."
illusion,lets-go-pikachu-lets-go-eevee,ja-hrkt,"てもちの　いちばん　うしろに　いる
ポケモンに　なりきって　とうじょうして
あいてを　ばかす。"
illusion,lets-go-pikachu-lets-go-eevee,ko,"지닌 포켓몬 중 제일 뒤에 있는
포켓몬으로 둔갑하여 나와서
상대를 속인다."
illusion,lets-go-pikachu-lets-go-eevee,zh-hant,"假扮成同行隊伍中的
最後一個寶可夢出場，
迷惑對手。"
illusion,lets-go-pikachu-lets-go-eevee,fr,"Donne au Pokémon l’apparence du dernier membre
de l’équipe pour tromper l’adversaire."
illusion,lets-go-pikachu-lets-go-eevee,de,"Führt den Gegner hinters Licht, indem es bei
Kampfantritt die Gestalt des Pokémon an der
letzten Stelle im Team annimmt."
illusion,lets-go-pikachu-lets-go-eevee,es,"Adopta el aspecto del último Pokémon del equipo al
entrar en combate para desconcertar al rival."
illusion,lets-go-pikachu-lets-go-eevee,it,"Il Pokémon inganna il nemico entrando in campo
con le sembianze dell’ultimo Pokémon della propria
squadra."
illusion,lets-go-pikachu-lets-go-eevee,en,"Comes out disguised as the Pokémon in the party’s
last spot."
illusion,lets-go-pikachu-lets-go-eevee,ja,"手持ちの　いちばん　うしろに　いる
ポケモンに　なりきって　登場して
相手を　化かす。"
illusion,lets-go-pikachu-lets-go-eevee,zh-hans,"假扮成同行队伍中的
最后一个宝可梦出场，
迷惑对手。"
illusion,lets-go-pikachu-lets-go-eevee,es-419,"Adopta el aspecto del último Pokémon del equipo al
entrar en combate para desconcertar al rival."
illusion,sword-shield,ja-hrkt,"てもちの　いちばん　うしろに　いる
ポケモンに　なりきって　とうじょうして
あいてを　ばかす。"
illusion,sword-shield,ko,"지닌 포켓몬 중 제일 뒤에 있는
포켓몬으로 둔갑하여 나와서
상대를 속인다."
illusion,sword-shield,zh-hant,"假扮成同行隊伍中的
最後一隻寶可夢出場，
迷惑對手。"
illusion,sword-shield,fr,"Le Pokémon prend l’apparence du dernier membre
de l’équipe pour tromper l’adversaire."
illusion,sword-shield,de,"Führt den Gegner hinters Licht, indem es bei
Kampfantritt die Gestalt des Pokémon an der
letzten Stelle im Team annimmt."
illusion,sword-shield,es,"Adopta el aspecto del último Pokémon del equipo al
entrar en combate para desconcertar al rival."
illusion,sword-shield,it,"Il Pokémon inganna il nemico entrando in campo
con le sembianze dell’ultimo Pokémon della propria
squadra."
illusion,sword-shield,en,"Comes out disguised as the Pokémon in the party’s
last spot."
illusion,sword-shield,ja,"手持ちの　いちばん　うしろに　いる
ポケモンに　なりきって　登場して
相手を　化かす。"
illusion,sword-shield,zh-hans,"假扮成同行队伍中的
最后一只宝可梦出场，
迷惑对手。"
illusion,sword-shield,es-419,"Adopta el aspecto del último Pokémon del equipo al
entrar en combate para desconcertar al rival."
illusion,scarlet-violet,fr,Le Pokémon prend l’apparence du dernier membre\nde l’équipe pour tromper l’adversaire.
illusion,scarlet-violet,en,The Pokémon fools opponents by entering battle disguised as the last Pokémon in its Trainer's party.
imposter,black-white,fr,"Adopte l’apparence du
Pokémon adverse."
imposter,black-white,en,"It transforms itself into
the Pokémon it is facing."
imposter,black-2-white-2,en,"It transforms itself into
the Pokémon it is facing."
imposter,x-y,ja-hrkt,"めのまえの　ポケモンに
へんしん　してしまう。"
imposter,x-y,ko,"눈앞의 포켓몬으로
변신해버린다."
imposter,x-y,fr,"Adopte l’apparence du Pokémon
adverse."
imposter,x-y,de,"Kämpft als Kopie seines
Gegenübers."
imposter,x-y,es,"Se transforma en el Pokémon que
tiene enfrente."
imposter,x-y,it,"Si trasforma nel Pokémon che ha
davanti."
imposter,x-y,en,"The Pokémon transforms itself
into the Pokémon it’s facing."
imposter,x-y,ja,"目の前の　ポケモンに
変身してしまう。"
imposter,x-y,es-419,"Se transforma en el Pokémon que
tiene enfrente."
imposter,omega-ruby-alpha-sapphire,ja-hrkt,"めのまえの　ポケモンに
へんしん　してしまう。"
imposter,omega-ruby-alpha-sapphire,ko,"눈앞의 포켓몬으로
변신해버린다."
imposter,omega-ruby-alpha-sapphire,fr,"Adopte l’apparence du Pokémon
adverse."
imposter,omega-ruby-alpha-sapphire,de,"Kämpft als Kopie seines
Gegenübers."
imposter,omega-ruby-alpha-sapphire,es,"Se transforma en el Pokémon que
tiene enfrente."
imposter,omega-ruby-alpha-sapphire,it,"Si trasforma nel Pokémon che ha
davanti."
imposter,omega-ruby-alpha-sapphire,en,"The Pokémon transforms itself
into the Pokémon it’s facing."
imposter,omega-ruby-alpha-sapphire,ja,"目の前の　ポケモンに
変身してしまう。"
imposter,omega-ruby-alpha-sapphire,es-419,"Se transforma en el Pokémon que
tiene enfrente."
imposter,sun-moon,ja-hrkt,"めのまえの　ポケモンに
へんしん　してしまう。"
imposter,sun-moon,ko,"눈앞의 포켓몬으로
변신해버린다."
imposter,sun-moon,zh-hant,變身為當前面對的寶可夢。
imposter,sun-moon,fr,Donne l’apparence du Pokémon adverse.
imposter,sun-moon,de,Kämpft als Kopie seines Gegenübers.
imposter,sun-moon,es,El Pokémon se transforma en el que tiene enfrente.
imposter,sun-moon,it,Il Pokémon si trasforma nel nemico che ha davanti.
imposter,sun-moon,en,"The Pokémon transforms itself into the Pokémon
it’s facing."
imposter,sun-moon,ja,"目の前の　ポケモンに
変身　してしまう。"
imposter,sun-moon,zh-hans,变身为当前面对的宝可梦。
imposter,sun-moon,es-419,El Pokémon se transforma en el que tiene enfrente.
imposter,ultra-sun-ultra-moon,ja-hrkt,"めのまえの　ポケモンに
へんしん　してしまう。"
imposter,ultra-sun-ultra-moon,ko,"눈앞의 포켓몬으로
변신해버린다."
imposter,ultra-sun-ultra-moon,zh-hant,變身為當前面對的寶可夢。
imposter,ultra-sun-ultra-moon,fr,Donne l’apparence du Pokémon adverse.
imposter,ultra-sun-ultra-moon,de,Kämpft als Kopie seines Gegenübers.
imposter,ultra-sun-ultra-moon,es,El Pokémon se transforma en el que tiene enfrente.
imposter,ultra-sun-ultra-moon,it,Il Pokémon si trasforma nel nemico che ha davanti.
imposter,ultra-sun-ultra-moon,en,"The Pokémon transforms itself into the Pokémon
it’s facing."
imposter,ultra-sun-ultra-moon,ja,"目の前の　ポケモンに
変身　してしまう。"
imposter,ultra-sun-ultra-moon,zh-hans,变身为当前面对的宝可梦。
imposter,ultra-sun-ultra-moon,es-419,El Pokémon se transforma en el que tiene enfrente.
imposter,lets-go-pikachu-lets-go-eevee,ja-hrkt,"めのまえの　ポケモンに
へんしん　してしまう。"
imposter,lets-go-pikachu-lets-go-eevee,ko,"눈앞의 포켓몬으로
변신해버린다."
imposter,lets-go-pikachu-lets-go-eevee,zh-hant,變身為當前面對的寶可夢。
imposter,lets-go-pikachu-lets-go-eevee,fr,Donne l’apparence du Pokémon adverse.
imposter,lets-go-pikachu-lets-go-eevee,de,Kämpft als Kopie seines Gegenübers.
imposter,lets-go-pikachu-lets-go-eevee,es,El Pokémon se transforma en el que tiene enfrente.
imposter,lets-go-pikachu-lets-go-eevee,it,Il Pokémon si trasforma nel nemico che ha davanti.
imposter,lets-go-pikachu-lets-go-eevee,en,"The Pokémon transforms itself into the Pokémon
it’s facing."
imposter,lets-go-pikachu-lets-go-eevee,ja,"目の前の　ポケモンに
変身　してしまう。"
imposter,lets-go-pikachu-lets-go-eevee,zh-hans,变身为当前面对的宝可梦。
imposter,lets-go-pikachu-lets-go-eevee,es-419,El Pokémon se transforma en el que tiene enfrente.
imposter,sword-shield,ja-hrkt,"めのまえの　ポケモンに
へんしん　してしまう。"
imposter,sword-shield,ko,"눈앞의 포켓몬으로
변신해버린다."
imposter,sword-shield,zh-hant,變身為當前面對的寶可夢。
imposter,sword-shield,fr,Le Pokémon prend l’apparence du Pokémon adverse.
imposter,sword-shield,de,Kämpft als Kopie seines Gegenübers.
imposter,sword-shield,es,Se transforma en el Pokémon que tiene enfrente.
imposter,sword-shield,it,Il Pokémon si trasforma nel nemico che ha davanti.
imposter,sword-shield,en,"The Pokémon transforms itself into the Pokémon
it’s facing."
imposter,sword-shield,ja,"目の前の　ポケモンに
変身　してしまう。"
imposter,sword-shield,zh-hans,变身为当前面对的宝可梦。
imposter,sword-shield,es-419,Se transforma en el Pokémon que tiene enfrente.
imposter,scarlet-violet,fr,Le Pokémon prend l’apparence du Pokémon adverse.
imposter,scarlet-violet,en,The Pokémon transforms itself into the Pokémon it's facing.
infiltrator,black-white,fr,"Traverse les barrières de
l’ennemi pour attaquer."
infiltrator,black-white,en,"Passes through the foe’s
barrier and strikes."
infiltrator,black-2-white-2,en,"Passes through the foe’s
barrier and strikes."
infiltrator,x-y,ja-hrkt,"あいての　かべを
すりぬけて　こうげき。"
infiltrator,x-y,ko,"상대의 벽을
뚫고 공격한다."
infiltrator,x-y,fr,"Traverse les barrières de
l’ennemi pour attaquer."
infiltrator,x-y,de,"Überwindet gegnerische Schilde
und greift an."
infiltrator,x-y,es,"Ataca rodeando la barrera del
rival."
infiltrator,x-y,it,"Attacca evitando le barriere
del nemico."
infiltrator,x-y,en,"Passes through the opposing
Pokémon’s barrier and strikes."
infiltrator,x-y,ja,"相手の　かべを
すりぬけて　攻撃。"
infiltrator,x-y,es-419,"Ataca rodeando la barrera del
rival."
infiltrator,omega-ruby-alpha-sapphire,ja-hrkt,"あいての　かべを
すりぬけて　こうげき。"
infiltrator,omega-ruby-alpha-sapphire,ko,"상대의 벽을
뚫고 공격한다."
infiltrator,omega-ruby-alpha-sapphire,fr,"Traverse les barrières de
l’ennemi pour attaquer."
infiltrator,omega-ruby-alpha-sapphire,de,"Überwindet gegnerische Schilde
und greift an."
infiltrator,omega-ruby-alpha-sapphire,es,"Ataca rodeando la barrera del
rival."
infiltrator,omega-ruby-alpha-sapphire,it,"Attacca evitando le barriere
del nemico."
infiltrator,omega-ruby-alpha-sapphire,en,"Passes through the opposing
Pokémon’s barrier and strikes."
infiltrator,omega-ruby-alpha-sapphire,ja,"相手の　かべを
すりぬけて　攻撃。"
infiltrator,omega-ruby-alpha-sapphire,es-419,"Ataca rodeando la barrera del
rival."
infiltrator,sun-moon,ja-hrkt,"あいての　かべや　みがわりを
すりぬけて　こうげき　できる"
infiltrator,sun-moon,ko,"상대의 벽이나 대타출동을
뚫고 공격할 수 있다."
infiltrator,sun-moon,zh-hant,"可穿透對手的屏障
或替身進行攻擊。"
infiltrator,sun-moon,fr,"Traverse les barrières et les clones de l’ennemi
pour attaquer directement."
infiltrator,sun-moon,de,"Überwindet gegnerische Schilde sowie Delegatoren
und greift an."
infiltrator,sun-moon,es,Ataca rodeando la barrera o el sustituto del rival.
infiltrator,sun-moon,it,"Attacca evitando le barriere e il sostituto
del nemico."
infiltrator,sun-moon,en,"Passes through the opposing Pokémon’s barrier,
substitute, and the like and strikes."
infiltrator,sun-moon,ja,"相手の　壁や　身代わりを
すりぬけて　攻撃　できる"
infiltrator,sun-moon,zh-hans,"可以穿透对手的壁障
或替身进行攻击。"
infiltrator,sun-moon,es-419,Ataca rodeando la barrera o el sustituto del rival.
infiltrator,ultra-sun-ultra-moon,ja-hrkt,"あいての　かべや　みがわりを
すりぬけて　こうげき　できる"
infiltrator,ultra-sun-ultra-moon,ko,"상대의 벽이나 대타출동을
뚫고 공격할 수 있다."
infiltrator,ultra-sun-ultra-moon,zh-hant,"可穿透對手的屏障
或替身進行攻擊。"
infiltrator,ultra-sun-ultra-moon,fr,"Traverse les barrières et les clones de l’ennemi
pour attaquer directement."
infiltrator,ultra-sun-ultra-moon,de,"Überwindet gegnerische Schilde sowie Delegatoren
und greift an."
infiltrator,ultra-sun-ultra-moon,es,Ataca rodeando la barrera o el sustituto del rival.
