item,version_group,language,flavor_text
bridge-mail-v,sword-shield,ja-hrkt,"レンガづくりの　はしの　えがらが
プリントされた　びんせん。
ポケモンに　もたせて　つかう。"
bridge-mail-v,sword-shield,ko,"벽돌로 만든 다리의 무늬가
프린트된 편지지.
포켓몬에게 지니게 해서 쓴다."
bridge-mail-v,sword-shield,zh-hant,"印有磚橋圖案的信紙。
需讓寶可夢攜帶使用。"
bridge-mail-v,sword-shield,fr,"Un papier à lettres avec un motif de pont en briques.
Peut être tenu et livré par un Pokémon."
bridge-mail-v,sword-shield,de,"Das Briefpapier hat eine Brücke aus Ziegelsteinen als
Hintergrund. Gib es einem Pokémon zum Tragen."
bridge-mail-v,sword-shield,es,"Carta con la imagen de un puente de ladrillos. Haz que
la entregue un Pokémon."
bridge-mail-v,sword-shield,it,"Carta da lettere che riporta l’immagine di un ponte
di mattoni.
Si può dare a un Pokémon affinché la consegni."
bridge-mail-v,sword-shield,en,"Stationery featuring an illustration of a
vintage-looking brick bridge. Have a Pokémon hold
it for delivery."
bridge-mail-v,sword-shield,ja,"レンガ造りの　橋の　絵柄が
プリントされた　レターペーパー。
ポケモンに　持たせて　使う。"
bridge-mail-v,sword-shield,zh-hans,"印有砖桥图案的信纸。
使用该道具时，
需要让宝可梦携带着来用。"
bridge-mail-v,sword-shield,es-419,"Carta con la imagen de un puente de ladrillos. Haz que
la entregue un Pokémon."
bridge-mail-m,black-white,fr,"Un papier à lettres avec un motif de
pont bâti sur des arches. Peut être
tenu et livré par un Pokémon."
bridge-mail-m,black-white,en,"Stationery featuring a print of
an arched bridge.
Let a Pokémon hold it for use."
bridge-mail-m,black-2-white-2,en,"Stationery featuring a print of
an arched bridge.
Let a Pokémon hold it for use."
bridge-mail-m,x-y,ja-hrkt,"アーチを　えがいた　はしの　えがらが
プリントされた　びんせん。
ポケモンに　もたせて　つかう。"
bridge-mail-m,x-y,ko,"아치가 그려진 다리의 무늬가
프린트된 편지지.
포켓몬에게 지니게 해서 쓴다."
bridge-mail-m,x-y,fr,"Un papier à lettres avec un motif de pont
bâti sur des arches. Peut être tenu et livré
par un Pokémon."
bridge-mail-m,x-y,de,"Das Briefpapier hat eine geschwungene Brücke
als Hintergrundmotiv. Gib es einem Pokémon zum
Tragen."
bridge-mail-m,x-y,es,Una baya muy rara en la región de Teselia.
bridge-mail-m,x-y,it,"Carta da lettere che riporta l’immagine
di un ponte ad arco.
Si può dare a un Pokémon affinché la consegni."
bridge-mail-m,x-y,en,"Stationery featuring an illustration of
a majestically arched bridge.
Have a Pokémon hold it for delivery."
bridge-mail-m,x-y,ja,"アーチを　描いた　橋の　絵柄が
プリントされた　レターペーパー。
ポケモンに　持たせて　使う。"
bridge-mail-m,x-y,es-419,Una baya muy rara en la región de Teselia.
bridge-mail-m,sun-moon,ja-hrkt,"アーチを　えがいた　はしの　えがらが
プリントされた　びんせん。
ポケモンに　もたせて　つかう。"
bridge-mail-m,sun-moon,ko,"아치가 그려진 다리의 무늬가
프린트된 편지지.
포켓몬에게 지니게 해서 쓴다."
bridge-mail-m,sun-moon,zh-hant,"印有拱橋圖案的信紙。
需讓寶可夢攜帶使用。"
bridge-mail-m,sun-moon,fr,"Un papier à lettres avec un motif de pont à voûtes.
Peut être tenu et livré par un Pokémon."
bridge-mail-m,sun-moon,de,"Das Briefpapier hat eine geschwungene Brücke
als Hintergrundmotiv. Gib es einem Pokémon zu
Tragen."
bridge-mail-m,sun-moon,es,"Carta con la imagen de un puente con varios
arcos. Haz que la entregue un Pokémon."
bridge-mail-m,sun-moon,it,"Carta da lettere che riporta l’immagine di un ponte
ad arco.
Si può dare a un Pokémon affinché la consegni."
bridge-mail-m,sun-moon,en,"Stationery featuring an illustration of a majestically
arched bridge. Have a Pokémon hold it for delivery."
bridge-mail-m,sun-moon,ja,"アーチを　描いた　橋の　絵柄が
プリントされた　レターペーパー。
ポケモンに　持たせて　使う。"
bridge-mail-m,sun-moon,zh-hans,"印有拱桥图案的信纸。
使用该道具时，
需要让宝可梦携带着来用。"
bridge-mail-m,sun-moon,es-419,"Carta con la imagen de un puente con varios
arcos. Haz que la entregue un Pokémon."
bridge-mail-m,ultra-sun-ultra-moon,ja-hrkt,"アーチを　えがいた　はしの　えがらが
プリントされた　びんせん。
ポケモンに　もたせて　つかう。"
bridge-mail-m,ultra-sun-ultra-moon,ko,"아치가 그려진 다리의 무늬가
프린트된 편지지.
포켓몬에게 지니게 해서 쓴다."
bridge-mail-m,ultra-sun-ultra-moon,zh-hant,"印有拱橋圖案的信紙。
需讓寶可夢攜帶使用。"
bridge-mail-m,ultra-sun-ultra-moon,fr,"Un papier à lettres avec un motif de pont à voûtes.
Peut être tenu et livré par un Pokémon."
bridge-mail-m,ultra-sun-ultra-moon,de,"Das Briefpapier hat eine geschwungene Brücke
als Hintergrundmotiv. Gib es einem Pokémon zu
Tragen."
bridge-mail-m,ultra-sun-ultra-moon,es,"Carta con la imagen de un puente con varios
arcos. Haz que la entregue un Pokémon."
bridge-mail-m,ultra-sun-ultra-moon,it,"Carta da lettere che riporta l’immagine di un ponte
ad arco.
Si può dare a un Pokémon affinché la consegni."
bridge-mail-m,ultra-sun-ultra-moon,en,"Stationery featuring an illustration of a majestically
arched bridge. Have a Pokémon hold it for delivery."
bridge-mail-m,ultra-sun-ultra-moon,ja,"アーチを　描いた　橋の　絵柄が
プリントされた　レターペーパー。
ポケモンに　持たせて　使う。"
bridge-mail-m,ultra-sun-ultra-moon,zh-hans,"印有拱桥图案的信纸。
使用该道具时，
需要让宝可梦携带着来用。"
bridge-mail-m,ultra-sun-ultra-moon,es-419,"Carta con la imagen de un puente con varios
arcos. Haz que la entregue un Pokémon."
bridge-mail-m,lets-go-pikachu-lets-go-eevee,ja-hrkt,"アーチを　えがいた　はしの　えがらが
プリントされた　びんせん。
ポケモンに　もたせて　つかう。"
bridge-mail-m,lets-go-pikachu-lets-go-eevee,ko,"아치가 그려진 다리의 무늬가
프린트된 편지지.
포켓몬에게 지니게 해서 쓴다."
bridge-mail-m,lets-go-pikachu-lets-go-eevee,zh-hant,"印有拱橋圖案的信紙。
需讓寶可夢攜帶使用。"
bridge-mail-m,lets-go-pikachu-lets-go-eevee,fr,"Un papier à lettres avec un motif de pont à voûtes.
Peut être tenu et livré par un Pokémon."
bridge-mail-m,lets-go-pikachu-lets-go-eevee,de,"Das Briefpapier hat eine geschwungene Brücke
als Hintergrundmotiv. Gib es einem Pokémon zu
Tragen."
bridge-mail-m,lets-go-pikachu-lets-go-eevee,es,"Carta con la imagen de un puente con varios arcos.
Haz que la entregue un Pokémon."
bridge-mail-m,lets-go-pikachu-lets-go-eevee,it,"Carta da lettere che riporta l’immagine di un ponte
ad arco.
Si può dare a un Pokémon affinché la consegni."
bridge-mail-m,lets-go-pikachu-lets-go-eevee,en,"Stationery featuring an illustration of a majestically
arched bridge. Have a Pokémon hold it for delivery."
bridge-mail-m,lets-go-pikachu-lets-go-eevee,ja,"アーチを　描いた　橋の　絵柄が
プリントされた　レターペーパー。
ポケモンに　持たせて　使う。"
bridge-mail-m,lets-go-pikachu-lets-go-eevee,zh-hans,"印有拱桥图案的信纸。
使用该道具时，
需要让宝可梦携带着来用。"
bridge-mail-m,lets-go-pikachu-lets-go-eevee,es-419,"Carta con la imagen de un puente con varios arcos.
Haz que la entregue un Pokémon."
bridge-mail-m,sword-shield,ja-hrkt,"アーチを　えがいた　はしの　えがらが
プリントされた　びんせん。
ポケモンに　もたせて　つかう。"
bridge-mail-m,sword-shield,ko,"아치가 그려진 다리의 무늬가
프린트된 편지지.
포켓몬에게 지니게 해서 쓴다."
bridge-mail-m,sword-shield,zh-hant,"印有拱橋圖案的信紙。
需讓寶可夢攜帶使用。"
bridge-mail-m,sword-shield,fr,"Un papier à lettres avec un motif de pont à voûtes.
Peut être tenu et livré par un Pokémon."
bridge-mail-m,sword-shield,de,"Das Briefpapier hat eine geschwungene Brücke als
Hintergrundmotiv. Gib es einem Pokémon zu Tragen."
bridge-mail-m,sword-shield,es,"Carta con la imagen de un puente con varios arcos. Haz
que la entregue un Pokémon."
bridge-mail-m,sword-shield,it,"Carta da lettere che riporta l’immagine di un ponte
ad arco.
Si può dare a un Pokémon affinché la consegni."
bridge-mail-m,sword-shield,en,"Stationery featuring an illustration of a majestically
arched bridge. Have a Pokémon hold it for delivery."
bridge-mail-m,sword-shield,ja,"アーチを　描いた　橋の　絵柄が
プリントされた　レターペーパー。
ポケモンに　持たせて　使う。"
bridge-mail-m,sword-shield,zh-hans,"印有拱桥图案的信纸。
使用该道具时，
需要让宝可梦携带着来用。"
bridge-mail-m,sword-shield,es-419,"Carta con la imagen de un puente con varios arcos. Haz
que la entregue un Pokémon."
prism-scale,black-white,fr,"Une écaille étrange qui fait évoluer
certaines espèces de Pokémon.
Elle a une couleur arc-en-ciel."
prism-scale,black-white,en,"A mysterious scale that evolves
certain Pokémon.
It shines in rainbow colors."
prism-scale,black-2-white-2,en,"A mysterious scale that evolves
certain Pokémon.
It shines in rainbow colors."
prism-scale,x-y,ja-hrkt,"ある　とくていの　ポケモンを
しんかさせる　ふしぎな　ウロコ。
にじいろに　かがやいている。"
prism-scale,x-y,ko,"어느 특정 포켓몬을
진화시키는 이상한 비늘.
무지갯빛으로 빛나고 있다."
prism-scale,x-y,fr,"Une écaille étrange qui fait évoluer certaines
espèces de Pokémon. Elle a une couleur
arc-en-ciel."
prism-scale,x-y,de,"Eine seltsame Schuppe, durch die sich bestimmte
Pokémon entwickeln. Sie funkelt in den Farben
des Regenbogens."
prism-scale,x-y,es,"Joya de un solo uso que potencia los
movimientos de tipo Volador. Debe llevarla
un Pokémon."
prism-scale,x-y,it,"Squama misteriosa che fa evolvere determinate
specie di Pokémon.
Riflette i colori dell’arcobaleno."
prism-scale,x-y,en,"A mysterious scale that causes
a certain Pokémon to evolve.
It shines in rainbow colors."
prism-scale,x-y,ja,"ある　特定の　ポケモンを
進化させる　不思議な　ウロコ。
にじ色に　輝いている。"
prism-scale,x-y,es-419,"Joya de un solo uso que potencia los
movimientos de tipo Volador. Debe llevarla
un Pokémon."
prism-scale,sun-moon,ja-hrkt,"ある　とくていの　ポケモンを
しんかさせる　ふしぎな　ウロコ。
にじいろに　かがやいている。"
prism-scale,sun-moon,ko,"어느 특정 포켓몬을
진화시키는 이상한 비늘.
무지갯빛으로 빛나고 있다."
prism-scale,sun-moon,zh-hant,"能讓特定寶可夢
進化的神奇鱗片。
散發著虹色光輝。"
prism-scale,sun-moon,fr,"Une écaille étrange qui fait évoluer certaines
espèces de Pokémon. Elle a une couleur
arc-en-ciel."
prism-scale,sun-moon,de,"Eine seltsame Schuppe, durch die sich ein
bestimmtes Pokémon entwickelt. Sie funkelt
in den Farben des Regenbogens."
prism-scale,sun-moon,es,"Curiosa escama que hace evolucionar a
determinadas especies de Pokémon.
Brilla con los colores del arcoíris."
prism-scale,sun-moon,it,"Squama misteriosa che fa evolvere determinate
specie di Pokémon.
Riflette i colori dell’arcobaleno."
prism-scale,sun-moon,en,"A mysterious scale that causes a certain Pokémon
to evolve. It shines in rainbow colors."
prism-scale,sun-moon,ja,"ある　特定の　ポケモンを
進化させる　不思議な　ウロコ。
にじ色に　輝いている。"
prism-scale,sun-moon,zh-hans,"能让某些特定宝可梦
进化的神奇鳞片。
散发着虹色光辉。"
prism-scale,sun-moon,es-419,"Curiosa escama que hace evolucionar a
determinadas especies de Pokémon.
Brilla con los colores del arcoíris."
prism-scale,ultra-sun-ultra-moon,ja-hrkt,"ある　とくていの　ポケモンを
しんかさせる　ふしぎな　ウロコ。
にじいろに　かがやいている。"
prism-scale,ultra-sun-ultra-moon,ko,"어느 특정 포켓몬을
진화시키는 이상한 비늘.
무지갯빛으로 빛나고 있다."
prism-scale,ultra-sun-ultra-moon,zh-hant,"能讓特定寶可夢
進化的神奇鱗片。
散發著虹色光輝。"
prism-scale,ultra-sun-ultra-moon,fr,"Une écaille étrange qui fait évoluer certaines
espèces de Pokémon. Elle a une couleur
arc-en-ciel."
prism-scale,ultra-sun-ultra-moon,de,"Eine seltsame Schuppe, durch die sich ein
bestimmtes Pokémon entwickelt. Sie funkelt
in den Farben des Regenbogens."
prism-scale,ultra-sun-ultra-moon,es,"Curiosa escama que hace evolucionar a
determinadas especies de Pokémon.
Brilla con los colores del arcoíris."
prism-scale,ultra-sun-ultra-moon,it,"Squama misteriosa che fa evolvere determinate
specie di Pokémon.
Riflette i colori dell’arcobaleno."
prism-scale,ultra-sun-ultra-moon,en,"A mysterious scale that causes a certain Pokémon
to evolve. It shines in rainbow colors."
prism-scale,ultra-sun-ultra-moon,ja,"ある　特定の　ポケモンを
進化させる　不思議な　ウロコ。
にじ色に　輝いている。"
prism-scale,ultra-sun-ultra-moon,zh-hans,"能让某些特定宝可梦
进化的神奇鳞片。
散发着虹色光辉。"
prism-scale,ultra-sun-ultra-moon,es-419,"Curiosa escama que hace evolucionar a
determinadas especies de Pokémon.
Brilla con los colores del arcoíris."
prism-scale,lets-go-pikachu-lets-go-eevee,ja-hrkt,"ある　とくていの　ポケモンを
しんかさせる　ふしぎな　ウロコ。
にじいろに　かがやいている。"
prism-scale,lets-go-pikachu-lets-go-eevee,ko,"어느 특정 포켓몬을
진화시키는 이상한 비늘.
무지갯빛으로 빛나고 있다."
prism-scale,lets-go-pikachu-lets-go-eevee,zh-hant,"能讓特定寶可夢
進化的神奇鱗片。
散發著虹色光輝。"
prism-scale,lets-go-pikachu-lets-go-eevee,fr,"Une écaille étrange qui fait évoluer certaines espèces
de Pokémon. Elle a une couleur arc-en-ciel."
prism-scale,lets-go-pikachu-lets-go-eevee,de,"Eine seltsame Schuppe, durch die sich ein
bestimmtes Pokémon entwickelt. Sie funkelt
in den Farben des Regenbogens."
prism-scale,lets-go-pikachu-lets-go-eevee,es,"Curiosa escama que hace evolucionar a determinadas
especies de Pokémon. Brilla con los colores del arcoíris."
prism-scale,lets-go-pikachu-lets-go-eevee,it,"Squama misteriosa che fa evolvere determinate
specie di Pokémon.
Riflette i colori dell’arcobaleno."
prism-scale,lets-go-pikachu-lets-go-eevee,en,"A mysterious scale that causes a certain Pokémon
to evolve. It shines in rainbow colors."
prism-scale,lets-go-pikachu-lets-go-eevee,ja,"ある　特定の　ポケモンを
進化させる　不思議な　ウロコ。
にじ色に　輝いている。"
prism-scale,lets-go-pikachu-lets-go-eevee,zh-hans,"能让某些特定宝可梦
进化的神奇鳞片。
散发着虹色光辉。"
prism-scale,lets-go-pikachu-lets-go-eevee,es-419,"Curiosa escama que hace evolucionar a determinadas
especies de Pokémon. Brilla con los colores del arcoíris."
prism-scale,sword-shield,ja-hrkt,"ある　とくていの　ポケモンを
しんかさせる　ふしぎな　ウロコ。
にじいろに　かがやいている。"
prism-scale,sword-shield,ko,"어느 특정 포켓몬을
진화시키는 이상한 비늘.
무지갯빛으로 빛나고 있다."
prism-scale,sword-shield,zh-hant,"能讓特定寶可夢
進化的神奇鱗片。
散發著虹色光輝。"
prism-scale,sword-shield,fr,"Une écaille étrange qui fait évoluer une certaine espèce
de Pokémon. Elle a une couleur arc-en-ciel."
prism-scale,sword-shield,de,"Eine seltsame Schuppe, durch die sich ein bestimmtes
Pokémon entwickelt. Sie funkelt in den Farben des
Regenbogens."
prism-scale,sword-shield,es,"Curiosa escama que hace evolucionar a cierto Pokémon.
Brilla con los colores del arcoíris."
prism-scale,sword-shield,it,"Squama misteriosa che fa evolvere determinate
specie di Pokémon.
Riflette i colori dell’arcobaleno."
prism-scale,sword-shield,en,"A mysterious scale that causes a certain Pokémon
to evolve. It shines in rainbow colors."
prism-scale,sword-shield,ja,"ある　特定の　ポケモンを
進化させる　不思議な　ウロコ。
にじ色に　輝いている。"
prism-scale,sword-shield,zh-hans,"能让某些特定宝可梦
进化的神奇鳞片。
散发着虹色光辉。"
prism-scale,sword-shield,es-419,"Curiosa escama que hace evolucionar a cierto Pokémon.
Brilla con los colores del arcoíris."
eviolite,black-white,fr,"Un étrange concentré d’évolution qui
augmente la Défense et la Déf. Spé.
d’un Pokémon pouvant évoluer."
eviolite,black-white,en,"A mysterious evolutionary lump. When
held, it raises the Defense and Sp. Def
of a Pokémon that can still evolve."
eviolite,black-2-white-2,en,"A mysterious evolutionary lump. When
held, it raises the Defense and Sp. Def
of a Pokémon that can still evolve."
eviolite,x-y,ja-hrkt,"しんかの　ふしぎな　かたまり。
もたせると　しんかまえ　ポケモンの
ぼうぎょと　とくぼうが　あがる。"
eviolite,x-y,ko,"진화의 이상한 덩어리.
지니게 하면 진화 전 포켓몬의
방어와 특수방어가 올라간다."
eviolite,x-y,fr,"Un étrange concentré d’évolution qui augmente
la Défense et la Défense Spéciale d’un Pokémon
pouvant évoluer."
eviolite,x-y,de,"Ein mysteriöser Klumpen, der die Verteidigung
und Spezial-Verteidigung von Pokémon erhöht,
die sich noch entwickeln können."
eviolite,x-y,es,"Joya de un solo uso que potencia los
movimientos de tipo Psíquico. Debe llevarla
un Pokémon."
eviolite,x-y,it,"Misteriosa sfera evolutiva. Aumenta la Difesa
e la Difesa Speciale di un Pokémon che può
ancora evolversi."
eviolite,x-y,en,"A mysterious Evolutionary lump. When
held by a Pokémon that can still evolve,
it raises both Defense and Sp. Def."
eviolite,x-y,ja,"進化の　不思議な　かたまり。
持たせると　進化前　ポケモンの
防御と　特防が　あがる。"
eviolite,x-y,es-419,"Joya de un solo uso que potencia los
movimientos de tipo Psíquico. Debe llevarla
un Pokémon."
eviolite,sun-moon,ja-hrkt,"しんかの　ふしぎな　かたまり。
もたせると　しんかまえ　ポケモンの
ぼうぎょと　とくぼうが　あがる。"
eviolite,sun-moon,ko,"진화의 이상한 덩어리.
지니게 하면 진화 전 포켓몬의
방어와 특수방어가 올라간다."
eviolite,sun-moon,zh-hant,"進化的神奇石塊。
攜帶後，還能進化的寶可夢的
防禦和特防就會提高。"
eviolite,sun-moon,fr,"Un étrange concentré d’évolution qui augmente
la Défense et la Défense Spéciale d’un Pokémon
pouvant évoluer."
eviolite,sun-moon,de,"Ein mysteriöser Klumpen, der die Verteidigung und
Spezial-Verteidigung von Pokémon erhöht, die sich
noch entwickeln können."
eviolite,sun-moon,es,"Roca misteriosa. El Pokémon portador aumentará
su Defensa y su Defensa Especial si aún puede
evolucionar."
eviolite,sun-moon,it,"Misterioso concentrato di materia evolutiva.
Aumenta la Difesa e la Difesa Speciale di un
Pokémon che può ancora evolversi."
eviolite,sun-moon,en,"A mysterious Evolutionary lump. When held by a
Pokémon that can still evolve, it raises both
Defense and Sp. Def."
eviolite,sun-moon,ja,"進化の　不思議な　かたまり。
持たせると　進化前　ポケモンの
防御と　特防が　あがる。"
eviolite,sun-moon,zh-hans,"进化的神奇石块。
携带后，还能进化的宝可梦的
防御和特防就会提高。"
eviolite,sun-moon,es-419,"Roca misteriosa. El Pokémon portador aumentará
su Defensa y su Defensa Especial si aún puede
evolucionar."
eviolite,ultra-sun-ultra-moon,ja-hrkt,"しんかの　ふしぎな　かたまり。
もたせると　しんかまえ　ポケモンの
ぼうぎょと　とくぼうが　あがる。"
eviolite,ultra-sun-ultra-moon,ko,"진화의 이상한 덩어리.
지니게 하면 진화 전 포켓몬의
방어와 특수방어가 올라간다."
eviolite,ultra-sun-ultra-moon,zh-hant,"進化的神奇石塊。
攜帶後，還能進化的寶可夢的
防禦和特防就會提高。"
eviolite,ultra-sun-ultra-moon,fr,"Un étrange concentré d’évolution qui augmente
la Défense et la Défense Spéciale d’un Pokémon
pouvant évoluer."
eviolite,ultra-sun-ultra-moon,de,"Ein mysteriöser Klumpen, der die Verteidigung und
Spezial-Verteidigung von Pokémon erhöht, die sich
noch entwickeln können."
eviolite,ultra-sun-ultra-moon,es,"Roca misteriosa. El Pokémon portador aumentará
su Defensa y su Defensa Especial si aún puede
evolucionar."
eviolite,ultra-sun-ultra-moon,it,"Misterioso concentrato di materia evolutiva.
Aumenta la Difesa e la Difesa Speciale di un
Pokémon che può ancora evolversi."
eviolite,ultra-sun-ultra-moon,en,"A mysterious Evolutionary lump. When held by a
Pokémon that can still evolve, it raises both
Defense and Sp. Def."
eviolite,ultra-sun-ultra-moon,ja,"進化の　不思議な　かたまり。
持たせると　進化前　ポケモンの
防御と　特防が　あがる。"
eviolite,ultra-sun-ultra-moon,zh-hans,"进化的神奇石块。
携带后，还能进化的宝可梦的
防御和特防就会提高。"
eviolite,ultra-sun-ultra-moon,es-419,"Roca misteriosa. El Pokémon portador aumentará
su Defensa y su Defensa Especial si aún puede
evolucionar."
eviolite,lets-go-pikachu-lets-go-eevee,ja-hrkt,"しんかの　ふしぎな　かたまり。
もたせると　しんかまえ　ポケモンの
ぼうぎょと　とくぼうが　あがる。"
eviolite,lets-go-pikachu-lets-go-eevee,ko,"진화의 이상한 덩어리.
지니게 하면 진화 전 포켓몬의
방어와 특수방어가 올라간다."
eviolite,lets-go-pikachu-lets-go-eevee,zh-hant,"進化的神奇石塊。
攜帶後，還能進化的寶可夢的
防禦和特防就會提高。"
eviolite,lets-go-pikachu-lets-go-eevee,fr,"Un étrange concentré d’évolution qui augmente
la Défense et la Défense Spéciale d’un Pokémon
pouvant évoluer."
eviolite,lets-go-pikachu-lets-go-eevee,de,"Ein mysteriöser Klumpen, der die Verteidigung und
Spezial-Verteidigung von Pokémon erhöht, die sich
noch entwickeln können."
eviolite,lets-go-pikachu-lets-go-eevee,es,"Roca misteriosa. El Pokémon portador aumentará
su Defensa y su Defensa Especial si aún puede
evolucionar."
eviolite,lets-go-pikachu-lets-go-eevee,it,"Misterioso concentrato di materia evolutiva.
Aumenta la Difesa e la Difesa Speciale di un
Pokémon che può ancora evolversi."
eviolite,lets-go-pikachu-lets-go-eevee,en,"A mysterious evolutionary lump. When held by a
Pokémon that can still evolve, it raises both
Defense and Sp. Def."
eviolite,lets-go-pikachu-lets-go-eevee,ja,"進化の　不思議な　かたまり。
持たせると　進化前　ポケモンの
防御と　特防が　あがる。"
eviolite,lets-go-pikachu-lets-go-eevee,zh-hans,"进化的神奇石块。
携带后，还能进化的宝可梦的
防御和特防就会提高。"
eviolite,lets-go-pikachu-lets-go-eevee,es-419,"Roca misteriosa. El Pokémon portador aumentará
su Defensa y su Defensa Especial si aún puede
evolucionar."
eviolite,sword-shield,ja-hrkt,"しんかの　ふしぎな　かたまり。
もたせると　しんかまえ　ポケモンの
ぼうぎょと　とくぼうが　あがる。"
eviolite,sword-shield,ko,"진화의 이상한 덩어리.
지니게 하면 진화 전 포켓몬의
방어와 특수방어가 올라간다."
eviolite,sword-shield,zh-hant,"進化的神奇石塊。
攜帶後，還能進化的寶可夢的
防禦和特防就會提高。"
eviolite,sword-shield,fr,"Objet à tenir. Un étrange concentré d’évolution
qui augmente la Défense et la Défense Spéciale
d’un Pokémon pouvant évoluer."
eviolite,sword-shield,de,"Ein mysteriöser Klumpen, der die Verteidigung und
Spezial-Verteidigung von Pokémon erhöht, die sich
noch entwickeln können."
eviolite,sword-shield,es,"Roca misteriosa. El Pokémon portador aumentará su
Defensa y su Defensa Especial si aún puede
evolucionar."
eviolite,sword-shield,it,"Misterioso concentrato di materia evolutiva.
Aumenta la Difesa e la Difesa Speciale di un
Pokémon che può ancora evolversi."
eviolite,sword-shield,en,"A mysterious evolutionary lump. When held by a
Pokémon that can still evolve, it raises both
Defense and Sp. Def."
eviolite,sword-shield,ja,"進化の　不思議な　かたまり。
持たせると　進化前　ポケモンの
防御と　特防が　あがる。"
eviolite,sword-shield,zh-hans,"进化的神奇石块。
携带后，还能进化的宝可梦的
防御和特防就会提高。"
eviolite,sword-shield,es-419,"Roca misteriosa. El Pokémon portador aumentará su
Defensa y su Defensa Especial si aún puede
evolucionar."
float-stone,black-white,fr,"Une pierre très légère.
Elle réduit le poids du
Pokémon qui la tient."
float-stone,black-white,en,"A very light stone. It reduces the
weight of a Pokémon when held."
float-stone,black-2-white-2,en,"A very light stone. It reduces the
weight of a Pokémon when held."
float-stone,x-y,ja-hrkt,"とても　かるい　いし。
もたせると　ポケモンの
たいじゅうが　かるくなる。"
float-stone,x-y,ko,"매우 가벼운 돌.
지니게 하면 포켓몬의
체중이 가벼워진다."
float-stone,x-y,fr,"Une pierre très légère.
Elle réduit le poids du Pokémon qui la tient."
float-stone,x-y,de,"Ein federleichter Stein, der das Gewicht
des Trägers verringert."
float-stone,x-y,es,"Joya de un solo uso que potencia los
movimientos de tipo Bicho. Debe llevarla
un Pokémon."
float-stone,x-y,it,"Pietra leggerissima che riduce il peso del
Pokémon che l’ha con sé."
float-stone,x-y,en,"An item to be held by a Pokémon.
This very light stone reduces the
weight of a Pokémon when held."
float-stone,x-y,ja,"とても　軽い　石。
持たせると　ポケモンの
体重が　軽くなる。"
float-stone,x-y,es-419,"Joya de un solo uso que potencia los
movimientos de tipo Bicho. Debe llevarla
un Pokémon."
float-stone,sun-moon,ja-hrkt,"とても　かるい　いし。
もたせると　ポケモンの
たいじゅうが　かるくなる。"
float-stone,sun-moon,ko,"매우 가벼운 돌.
지니게 하면 포켓몬의
체중이 가벼워진다."
float-stone,sun-moon,zh-hant,"非常輕的石頭。
攜帶後，寶可夢的
體重會變輕。"
float-stone,sun-moon,fr,"Une pierre très légère.
Elle réduit le poids du Pokémon qui la tient."
float-stone,sun-moon,de,"Ein federleichter Stein, der das Gewicht des
Trägers verringert."
float-stone,sun-moon,es,"Piedra muy ligera que reduce el peso del Pokémon
que la lleve."
float-stone,sun-moon,it,"Pietra leggerissima che riduce il peso del
Pokémon che l’ha con sé."
float-stone,sun-moon,en,"An item to be held by a Pokémon. This very light
stone reduces the weight of a Pokémon when held."
float-stone,sun-moon,ja,"とても　軽い　石。
持たせると　ポケモンの
体重が　軽くなる。"
float-stone,sun-moon,zh-hans,"非常轻的石头。
携带后，宝可梦的体重会变轻。"
float-stone,sun-moon,es-419,"Piedra muy ligera que reduce el peso del Pokémon
que la lleve."
float-stone,ultra-sun-ultra-moon,ja-hrkt,"とても　かるい　いし。
もたせると　ポケモンの
たいじゅうが　かるくなる。"
float-stone,ultra-sun-ultra-moon,ko,"매우 가벼운 돌.
지니게 하면 포켓몬의
체중이 가벼워진다."
float-stone,ultra-sun-ultra-moon,zh-hant,"非常輕的石頭。
攜帶後，寶可夢的
體重會變輕。"
float-stone,ultra-sun-ultra-moon,fr,"Une pierre très légère.
Elle réduit le poids du Pokémon qui la tient."
float-stone,ultra-sun-ultra-moon,de,"Ein federleichter Stein, der das Gewicht des
Trägers verringert."
float-stone,ultra-sun-ultra-moon,es,"Piedra muy ligera que reduce el peso del Pokémon
que la lleve."
float-stone,ultra-sun-ultra-moon,it,"Pietra leggerissima che riduce il peso del
Pokémon che l’ha con sé."
float-stone,ultra-sun-ultra-moon,en,"An item to be held by a Pokémon. This very light
stone reduces the weight of a Pokémon when held."
float-stone,ultra-sun-ultra-moon,ja,"とても　軽い　石。
持たせると　ポケモンの
体重が　軽くなる。"
float-stone,ultra-sun-ultra-moon,zh-hans,"非常轻的石头。
携带后，宝可梦的体重会变轻。"
float-stone,ultra-sun-ultra-moon,es-419,"Piedra muy ligera que reduce el peso del Pokémon
que la lleve."
float-stone,lets-go-pikachu-lets-go-eevee,ja-hrkt,"とても　かるい　いし。
もたせると　ポケモンの
たいじゅうが　かるくなる。"
float-stone,lets-go-pikachu-lets-go-eevee,ko,"매우 가벼운 돌.
지니게 하면 포켓몬의
체중이 가벼워진다."
float-stone,lets-go-pikachu-lets-go-eevee,zh-hant,"非常輕的石頭。
攜帶後，寶可夢的
體重會變輕。"
float-stone,lets-go-pikachu-lets-go-eevee,fr,"Une pierre très légère.
Elle réduit le poids du Pokémon qui la tient."
float-stone,lets-go-pikachu-lets-go-eevee,de,"Ein federleichter Stein, der das Gewicht des
Trägers verringert."
