species,form,version_group,version,language,flavor_text
410,,x-y,x,ja-hrkt,"たいぼくの　みきに　こすりつけて
かたい　かおを　みがく　しゅうせい。
うしろからの　こうげきに　よわい。"
410,,x-y,x,ko,"큰 나무의 줄기에 비벼서
단단한 얼굴을 닦는 습성이 있다.
뒤로부터의 공격에 약하다."
410,,x-y,x,fr,"Il a l’habitude de polir son visage en le frottant contre
un tronc. Il craint les attaques dans le dos."
410,,x-y,x,de,"Es reibt sein Gesicht an Baumstämmen, um es zu
polieren. Es ist leicht, es von hinten anzugreifen."
410,,x-y,x,es,"Se abrillanta la cara frotándola contra los árboles.
Es vulnerable a los ataques por la espalda."
410,,x-y,x,it,"Si pulisce il muso strofinandolo contro i tronchi
degli alberi. È vulnerabile agli attacchi alle spalle."
410,,x-y,x,en,"It habitually polishes its face by rubbing it against
tree trunks. It is weak to attacks from behind."
410,,x-y,x,ja,"大木の　幹に　こすりつけて
硬い　顔を　磨く　習性。
後ろからの　攻撃に　弱い。"
410,,x-y,x,es-419,"Se abrillanta la cara frotándola contra los árboles.
Es vulnerable a los ataques por la espalda."
410,,x-y,y,ja-hrkt,"１おくねんまえの　ちそう　から
ほりだされた　かせきから　うまれた。
とても　がんじょうな　かおを　もつ。"
410,,x-y,y,ko,"1억 년 전의 지층에서
발굴된 화석에서 태어났다.
매우 튼튼한 얼굴을 가졌다."
410,,x-y,y,fr,"Il est né d’un fossile datant de 100 millions d’années.
Son visage est très dur."
410,,x-y,y,de,"Das Fossil, aus dem es entstand, wurde aus einer
100 Millionen Jahre alten Gesteinsschicht geborgen."
410,,x-y,y,es,"Surgió de un fósil de hace 100 millones de años.
Su protección facial es tremendamente dura."
410,,x-y,y,it,"Nato da un fossile portato alla luce da uno strato di
100 milioni di anni fa. Ha un muso resistente."
410,,x-y,y,en,"It was generated from a fossil dug out of a layer of
clay that was older than anyone knows. It has a
sturdy face."
410,,x-y,y,ja,"１億年前の　地層から
掘り出された　化石から　生まれた。
とても　頑丈な　顔を　持つ。"
410,,x-y,y,es-419,"Surgió de un fósil de hace 100 millones de años.
Su protección facial es tremendamente dura."
410,,omega-ruby-alpha-sapphire,omega-ruby,ja-hrkt,"たいぼくの　みきに　こすりつけて
かたい　かおを　みがく　しゅうせい。
うしろからの　こうげきに　よわい。"
410,,omega-ruby-alpha-sapphire,omega-ruby,ko,"큰 나무의 줄기에 비벼서
단단한 얼굴을 닦는 습성이 있다.
뒤로부터의 공격에 약하다."
410,,omega-ruby-alpha-sapphire,omega-ruby,fr,"Il a l’habitude de polir son visage en le frottant contre
un tronc. Il craint les attaques dans le dos."
410,,omega-ruby-alpha-sapphire,omega-ruby,de,"Es reibt sein Gesicht an Baumstämmen, um es zu polieren.
Es ist leicht, es von hinten anzugreifen."
410,,omega-ruby-alpha-sapphire,omega-ruby,es,"Se abrillanta la cara frotándola contra los árboles. Es
vulnerable a los ataques por la espalda."
410,,omega-ruby-alpha-sapphire,omega-ruby,it,"Si pulisce il muso strofinandolo contro i tronchi degli alberi.
È vulnerabile agli attacchi alle spalle."
410,,omega-ruby-alpha-sapphire,omega-ruby,en,"It habitually polishes its face by rubbing it against
tree trunks. It is weak to attacks from behind."
410,,omega-ruby-alpha-sapphire,omega-ruby,ja,"大木の　幹に　こすりつけて
硬い　顔を　磨く　習性。
後ろからの　攻撃に　弱い。"
410,,omega-ruby-alpha-sapphire,omega-ruby,es-419,"Se abrillanta la cara frotándola contra los árboles. Es
vulnerable a los ataques por la espalda."
410,,omega-ruby-alpha-sapphire,alpha-sapphire,ja-hrkt,"１おくねんまえの　ちそう　から
ほりだされた　かせきから　うまれた。
とても　がんじょうな　かおを　もつ。"
410,,omega-ruby-alpha-sapphire,alpha-sapphire,ko,"1억 년 전의 지층에서
발굴된 화석에서 태어났다.
매우 튼튼한 얼굴을 가졌다."
410,,omega-ruby-alpha-sapphire,alpha-sapphire,fr,"Il est né d’un fossile datant de 100 millions d’années.
Son visage est très dur."
410,,omega-ruby-alpha-sapphire,alpha-sapphire,de,"Das Fossil, aus dem es entstand, wurde aus einer
100 Millionen Jahre alten Gesteinsschicht geborgen."
410,,omega-ruby-alpha-sapphire,alpha-sapphire,es,"Surgió de un fósil de hace 100 millones de años.
Su protección facial es tremendamente dura."
410,,omega-ruby-alpha-sapphire,alpha-sapphire,it,"Nato da un fossile portato alla luce da uno strato di
100 milioni di anni fa. Ha un muso resistente."
410,,omega-ruby-alpha-sapphire,alpha-sapphire,en,"It was generated from a fossil dug out of a layer of
clay that was older than anyone knows. It has a
sturdy face."
410,,omega-ruby-alpha-sapphire,alpha-sapphire,ja,"１億年前の　地層から
掘り出された　化石から　生まれた。
とても　頑丈な　顔を　持つ。"
410,,omega-ruby-alpha-sapphire,alpha-sapphire,es-419,"Surgió de un fósil de hace 100 millones de años.
Su protección facial es tremendamente dura."
410,,sun-moon,sun,ja-hrkt,"おおくの　かせきが　みつかっているが
かおの　ぶぶんが　きずついていたり
かけているものは　ほぼ　ない。"
410,,sun-moon,sun,ko,"많은 화석이 발견되었지만
얼굴 부분에 상처가 있거나
이가 빠져 있는 것은 거의 없다."
410,,sun-moon,sun,zh-hant,"大量的化石被發現，
但幾乎所有化石
臉的部位都沒有任何損傷或缺失。"
410,,sun-moon,sun,fr,"Dans les nombreux fossiles trouvés, presque
aucune plaque faciale ne porte de trace de
blessure ou d’ébréchure."
410,,sun-moon,sun,de,"Es wurden viele Fossilien dieses Pokémon
gefunden und nur bei sehr wenigen war
das Gesicht beschädigt oder fehlte ganz."
410,,sun-moon,sun,es,"Se han encontrado innumerables fósiles de este
Pokémon y prácticamente ninguno presenta
daños en la parte facial."
410,,sun-moon,sun,it,"Tutti gli esemplari fossilizzati di questo
Pokémon sono perfettamente conservati nella
zona del muso, priva di qualsiasi scalfittura."
410,,sun-moon,sun,en,"Many fossils of this Pokémon have been found,
but almost none have shown signs of damage
to the face."
410,,sun-moon,sun,ja,"多くの　化石が　みつかっているが
顔の　部分が　傷ついていたり
欠けているものは　ほぼ　ない。"
410,,sun-moon,sun,zh-hans,"大量的化石被发现，
但是几乎没有
脸的部分有损伤或缺失的情况。"
410,,sun-moon,sun,es-419,"Se han encontrado innumerables fósiles de este
Pokémon y prácticamente ninguno presenta
daños en la parte facial."
410,,sun-moon,moon,ja-hrkt,"がんじょうな　かおの　おかげで
てきは　すくなかったと　おもわれる。
たいこの　ジャングルに　すんでいた。"
410,,sun-moon,moon,ko,"튼튼한 얼굴 덕분에
적은 적었을 것으로 여겨진다.
태고의 정글에 살았다."
410,,sun-moon,moon,zh-hant,"多虧那張結實的臉，
牠的敵人應該不多。
棲息在太古時代的叢林裡。"
410,,sun-moon,moon,fr,"Grâce à sa tête très robuste, on suppose qu’il
n’avait que très peu d’ennemis. Il vivait dans les
forêts primaires, il y a fort longtemps."
410,,sun-moon,moon,de,"Man nimmt an, dass es dank seines
gepanzerten Gesichts kaum Feinde hatte.
Es lebte vor Urzeiten im Dschungel."
410,,sun-moon,moon,es,"Debido a la extraordinaria dureza de su rostro,
se piensa que tenía pocos enemigos. Vivía en las
junglas prehistóricas."
410,,sun-moon,moon,it,"Viveva nelle giungle preistoriche. Si pensa
che avesse pochi predatori per via del muso
incredibilmente robusto."
410,,sun-moon,moon,en,"This Pokémon lived in primeval jungles. Few
enemies would have been willing to square off
against its heavily armored face, so it’s thought."
410,,sun-moon,moon,ja,"頑丈な　顔の　おかげで
敵は　少なかったと　思われる。
太古の　ジャングルに　棲んでいた。"
410,,sun-moon,moon,zh-hans,"看来多亏了那张结实的脸，
敌人也少了。
栖息在太古时代的丛林里。"
410,,sun-moon,moon,es-419,"Debido a la extraordinaria dureza de su rostro,
se piensa que tenía pocos enemigos. Vivía en las
junglas prehistóricas."
410,,ultra-sun-ultra-moon,ultra-sun,ja-hrkt,"そうしょくの　おとなしい　ポケモン。
じょうぶな　かおの　ひふで　じめんを
ほり　きのねっこなども　くっていた。"
410,,ultra-sun-ultra-moon,ultra-sun,ko,"온순한 초식 포켓몬.
튼튼한 얼굴 피부로 지면을
파고들어 나무 뿌리도 먹었다."
410,,ultra-sun-ultra-moon,ultra-sun,zh-hant,"草食性的溫馴寶可夢。
會用結實的臉部皮膚挖掘地面，
連樹根之類的東西也會吃。"
410,,ultra-sun-ultra-moon,ultra-sun,fr,"Cet herbivore, très calme de nature, utilisait
la peau durcie de son museau pour déterrer
des racines à grignoter."
410,,ultra-sun-ultra-moon,ultra-sun,de,"Ein friedliches, pflanzenfressendes Pokémon.
Mit seiner harten Gesichtshaut wühlte es im
Boden und fraß Baumwurzeln."
410,,ultra-sun-ultra-moon,ultra-sun,es,"Un Pokémon herbívoro de carácter afable.
Con su dura protección facial podía desenterrar
las raíces de los árboles para comérselas."
410,,ultra-sun-ultra-moon,ultra-sun,it,"Era un docile Pokémon erbivoro. Si serviva del
muso protetto dalla pelle coriacea per scavare
nel terreno e mangiare le radici degli alberi."
410,,ultra-sun-ultra-moon,ultra-sun,en,"A mild-mannered, herbivorous Pokémon, it used
its face to dig up tree roots to eat. The skin on
its face was plenty tough."
410,,ultra-sun-ultra-moon,ultra-sun,ja,"草食の　おとなしい　ポケモン。
丈夫な　顔の　皮膚で　地面を
掘り　木の根っこなども　食っていた。"
410,,ultra-sun-ultra-moon,ultra-sun,zh-hans,"食草的温顺宝可梦。
用结实的脸部皮肤挖掘地面，
连树根之类的也会吃。"
410,,ultra-sun-ultra-moon,ultra-sun,es-419,"Un Pokémon herbívoro de carácter afable.
Con su dura protección facial podía desenterrar
las raíces de los árboles para comérselas."
410,,ultra-sun-ultra-moon,ultra-moon,ja-hrkt,"たいこの　ちそうから　かせきが
みつかるが　かおの　ぶぶん　いがいが
はっけん　されたことは　ない。"
410,,ultra-sun-ultra-moon,ultra-moon,ko,"태고의 지층에서 화석이
발견되었지만 얼굴 이외의
부분이 발견된 적은 없다."
410,,ultra-sun-ultra-moon,ultra-moon,zh-hant,"雖然在遠古時代的地層中
發現了牠的化石，但至今未曾
發現臉部以外的部分。"
410,,ultra-sun-ultra-moon,ultra-moon,fr,"On retrouve des fossiles de Dinoclier dans
les couches sédimentaires préhistoriques, mais
seule sa tête a résisté à l’épreuve du temps."
410,,ultra-sun-ultra-moon,ultra-moon,de,"Man findet zwar in uralten Erdschichten
Fossilien dieses Pokémon, aber meist handelt
es sich dabei nur um Teile des Gesichts."
410,,ultra-sun-ultra-moon,ultra-moon,es,"Los fósiles que se han encontrado hasta ahora
en estratos prehistóricos pertenecen solo a su
cara."
410,,ultra-sun-ultra-moon,ultra-moon,it,"Fossili di questo Pokémon sono stati trovati in
strati geologici antichissimi. Tuttavia, gli unici
resti pervenuti costituiscono parti del muso."
410,,ultra-sun-ultra-moon,ultra-moon,en,"Although its fossils can be found in layers of
primeval rock, nothing but its face has ever
been discovered."
410,,ultra-sun-ultra-moon,ultra-moon,ja,"太古の　地層から　化石が
見つかるが　顔の　部分　以外が
発見　されたことは　ない。"
410,,ultra-sun-ultra-moon,ultra-moon,zh-hans,"虽然从太古时代的地层中
发现了它的化石，
但尚未发现除了脸以外的部分。"
410,,ultra-sun-ultra-moon,ultra-moon,es-419,"Los fósiles que se han encontrado hasta ahora
en estratos prehistóricos pertenecen solo a su
cara."
411,,diamond-pearl,diamond,en,"Any frontal attack is repulsed.
It is a docile Pokémon that
feeds on grass and berries."
411,,diamond-pearl,pearl,en,"When attacked, they form a wall
with their shieldlike faces to
protect their young."
411,,platinum,platinum,en,"When they lined up side by side, no
foe could break through. They
shielded their young in that way."
411,,heartgold-soulsilver,heartgold,en,"When attacked, they form a wall.
Their rock-hard faces serve to
protect them from the attacks."
411,,heartgold-soulsilver,soulsilver,en,"When attacked, they form a wall.
Their rock-hard faces serve to
protect them from the attacks."
411,,black-white,black,fr,"En groupe, ils protègent leurs
petits en formant autour d’eux
une impénétrable muraille."
411,,black-white,black,en,"When they lined up side by side, no
foe could break through. They
shielded their young in that way."
411,,black-white,white,fr,"En groupe, ils protègent leurs
petits en formant autour d’eux
une impénétrable muraille."
411,,black-white,white,en,"When they lined up side by side, no
foe could break through. They
shielded their young in that way."
411,,black-2-white-2,black-2,en,"When they lined up side by side, no
foe could break through. They
shielded their young in that way."
411,,black-2-white-2,white-2,en,"When they lined up side by side, no
foe could break through. They
shielded their young in that way."
411,,x-y,x,ja-hrkt,"よこいちれつに　ならぶと　どんな
ポケモンでも　とっぱ　できない。
そうやって　こどもを　まもっていた。"
411,,x-y,x,ko,"옆에 한 줄로 세우면 어떤
포켓몬이라도 돌파하지 못한다.
그렇게 하여 아기를 지켜냈다."
411,,x-y,x,fr,"En groupe, ils protègent leurs petits en formant autour
d’eux une impénétrable muraille."
411,,x-y,x,de,"Stellen sie sich Seite an Seite, kann kein Gegner
hindurchbrechen. So schützen sie auch ihre Jungen."
411,,x-y,x,es,"Se alineaban y creaban una barrera que ningún
enemigo podía cruzar. Así protegían a sus crías."
411,,x-y,x,it,"Se si mettono uno di fianco all’altro nessun nemico
riesce a passare. Proteggono così i loro cuccioli."
411,,x-y,x,en,"When they lined up side by side, no foe could
break through. They shielded their young in
that way."
411,,x-y,x,ja,"横一列に　並ぶと　どんな
ポケモンでも　突破　できない。
そうやって　子供を　守っていた。"
411,,x-y,x,es-419,"Se alineaban y creaban una barrera que ningún
enemigo podía cruzar. Así protegían a sus crías."
411,,x-y,y,ja-hrkt,"しょうめんからの　こうげきは
すべて　はねかえす。くさや　きのみを
たべる　おとなしい　せいかく。"
411,,x-y,y,ko,"정면에서의 공격은 전부 튕겨낸다.
풀이나 나무열매를 먹는
얌전한 성격이다."
411,,x-y,y,fr,"Il résiste à toute attaque frontale. C’est un Pokémon
docile qui se nourrit d’herbe et de Baies."
411,,x-y,y,de,"Jeder Frontalangriff wird abgeschmettert. Dieses
friedliche Pokémon ernährt sich von Gras und Beeren."
411,,x-y,y,es,"Repele cualquier ataque frontal. Es muy dócil y se
alimenta de hierba y bayas."
411,,x-y,y,it,"Respinge qualsiasi attacco frontale. È un Pokémon
docile che si nutre di erba e di bacche."
411,,x-y,y,en,"Any frontal attack is repulsed. It is a docile
Pokémon that feeds on grass and berries."
411,,x-y,y,ja,"正面からの　攻撃は
すべて　跳ね返す。草や　木の実を
食べる　おとなしい　性格。"
411,,x-y,y,es-419,"Repele cualquier ataque frontal. Es muy dócil y se
alimenta de hierba y bayas."
411,,omega-ruby-alpha-sapphire,omega-ruby,ja-hrkt,"よこいちれつに　ならぶと　どんな
ポケモンでも　とっぱ　できない。
そうやって　こどもを　まもっていた。"
411,,omega-ruby-alpha-sapphire,omega-ruby,ko,"일렬횡대로 죽 늘어서면 어떤
포켓몬이라도 돌파하지 못한다.
그렇게 하여 아기를 지켜냈다."
411,,omega-ruby-alpha-sapphire,omega-ruby,fr,"En groupe, ils protègent leurs petits en formant autour d’eux
une impénétrable muraille."
411,,omega-ruby-alpha-sapphire,omega-ruby,de,"Stellen sie sich Seite an Seite, kann kein Gegner
hindurchbrechen. So schützen sie auch ihre Jungen."
411,,omega-ruby-alpha-sapphire,omega-ruby,es,"Se alineaban y creaban una barrera que ningún enemigo podía
cruzar. Así protegían a sus crías."
411,,omega-ruby-alpha-sapphire,omega-ruby,it,"Se si mettono uno di fianco all’altro nessun nemico riesce
a passare. Proteggono così i loro cuccioli."
411,,omega-ruby-alpha-sapphire,omega-ruby,en,"When they lined up side by side, no foe could
break through. They shielded their young in
that way."
411,,omega-ruby-alpha-sapphire,omega-ruby,ja,"横一列に　並ぶと　どんな
ポケモンでも　突破　できない。
そうやって　子供を　守っていた。"
411,,omega-ruby-alpha-sapphire,omega-ruby,es-419,"Se alineaban y creaban una barrera que ningún enemigo podía
cruzar. Así protegían a sus crías."
411,,omega-ruby-alpha-sapphire,alpha-sapphire,ja-hrkt,"しょうめんからの　こうげきは
すべて　はねかえす。くさや　きのみを
たべる　おとなしい　せいかく。"
411,,omega-ruby-alpha-sapphire,alpha-sapphire,ko,"정면에서의 공격은 전부 튕겨낸다.
풀이나 나무열매를 먹는
얌전한 성격이다."
411,,omega-ruby-alpha-sapphire,alpha-sapphire,fr,"Il résiste à toute attaque frontale. C’est un Pokémon docile
qui se nourrit d’herbe et de Baies."
411,,omega-ruby-alpha-sapphire,alpha-sapphire,de,"Jeder Frontalangriff wird abgeschmettert. Dieses friedliche
Pokémon ernährt sich von Gras und Beeren."
411,,omega-ruby-alpha-sapphire,alpha-sapphire,es,"Repele cualquier ataque frontal. Es muy dócil y se alimenta
de hierba y bayas."
411,,omega-ruby-alpha-sapphire,alpha-sapphire,it,"Respinge qualsiasi attacco frontale. È un Pokémon docile che
si nutre di erba e di bacche."
411,,omega-ruby-alpha-sapphire,alpha-sapphire,en,"Any frontal attack is repulsed. It is a docile
Pokémon that feeds on grass and berries."
411,,omega-ruby-alpha-sapphire,alpha-sapphire,ja,"正面からの　攻撃は
すべて　跳ね返す。草や　木の実を
食べる　おとなしい　性格。"
411,,omega-ruby-alpha-sapphire,alpha-sapphire,es-419,"Repele cualquier ataque frontal. Es muy dócil y se alimenta
de hierba y bayas."
411,,sun-moon,sun,ja-hrkt,"しょうめんからで　あれば　あらゆる
こうげきを　ガード　できるが
うしろを　とられると　なすすべなし。"
411,,sun-moon,sun,ko,"정면에서라면 어떤 공격이든
가드할 수 있지만
뒤를 뺏기면 방법이 없다."
411,,sun-moon,sun,zh-hant,"如果是從正面的話，
可以防住所有的攻擊，
但從後方遇襲的話就束手無策了。"
411,,sun-moon,sun,fr,"S’il peut parer quasiment tous les assauts de
face, il est extrêmement vulnérable aux attaques
par-derrière."
411,,sun-moon,sun,de,"Alle möglichen Angriffe von vorn kann es
abwehren, aber von hinten ist es schutzlos."
411,,sun-moon,sun,es,"Es capaz de repeler cualquier ataque frontal,
pero se encuentra totalmente a merced de los
ataques por la retaguardia."
411,,sun-moon,sun,it,"La sua difesa è impenetrabile se viene attaccato
di fronte, ma se viene preso alle spalle
è estremamente vulnerabile."
411,,sun-moon,sun,en,"While it can guard against any sort of attack
from the front, it is left without recourse when
attacked from behind."
411,,sun-moon,sun,ja,"正面からで　あれば　あらゆる
攻撃を　ガードできるが
後ろを　取られると　なす術なし。"
411,,sun-moon,sun,zh-hans,"如果是从正面的话，
可以防住所有的攻击，
但从后方被袭的话就束手无策了。"
411,,sun-moon,sun,es-419,"Es capaz de repeler cualquier ataque frontal,
pero se encuentra totalmente a merced de los
ataques por la retaguardia."
411,,sun-moon,moon,ja-hrkt,"ラムパルドと　にた　ばしょに　いた。
２ひきが　あらそい　ともだおれに
なった　かせきが　みつかることも。"
411,,sun-moon,moon,ko,"램펄드와 비슷한 장소에 있었다.
2마리가 싸워 같이 쓰러져
있는 화석이 발견될 때도 있다."
411,,sun-moon,moon,zh-hant,"與戰槌龍生活在相似的地方。
也曾發現過２隻互相爭鬥後
同歸於盡而變成的化石。"
411,,sun-moon,moon,fr,"Il vivait dans les mêmes zones que le Charkos.
On trouve parfois leurs fossiles embrassés pour
l’éternité suite à un K.O. mutuel."
411,,sun-moon,moon,de,"Es lebte in denselben Gebieten wie Rameidon.
Manche Fossilienfunde legen nahe, dass sie sich
erbitterte Kämpfe geliefert haben."
411,,sun-moon,moon,es,"Compartía hábitat con Rampardos. A veces se
han encontrado fósiles de ambas especies
yaciendo juntos tras una lucha encarnizada."
411,,sun-moon,moon,it,"In passato condivideva l’habitat con Rampardos.
Spesso i loro scontri finivano in parità e non è
raro trovarli fossilizzati insieme."
411,,sun-moon,moon,en,"It lived in the same environments as Rampardos.
Their fossils have been found together—
seemingly from after they’d fought to the finish."
411,,sun-moon,moon,ja,"ラムパルドと　似た　場所に　いた。
２匹が　争い　共倒れに
なった　化石が　見つかることも。"
411,,sun-moon,moon,zh-hans,"与战槌龙生活在相似的地方。
也曾发现过２只互相争斗
一起倒下后变成的化石。"
411,,sun-moon,moon,es-419,"Compartía hábitat con Rampardos. A veces se
han encontrado fósiles de ambas especies
yaciendo juntos tras una lucha encarnizada."
411,,ultra-sun-ultra-moon,ultra-sun,ja-hrkt,"かおのホネが　でかくて　かたいので
ふくげんが　せいこう　するまで
せぼねと　かんちがい　されていた。"
411,,ultra-sun-ultra-moon,ultra-sun,ko,"얼굴의 뼈가 크고 딱딱해서
복원에 성공할 때까지
등뼈라고 잘못 알려져 있었다."
411,,ultra-sun-ultra-moon,ultra-sun,zh-hant,"臉部的骨頭又大又硬，
所以在復原成功之前
一直被誤認為是脊椎骨。"
411,,ultra-sun-ultra-moon,ultra-sun,fr,"Jusqu’à ce qu’on reconstitue ce Pokémon avec
succès, on prenait les grands os solides qui
couvrent son visage pour sa colonne vertébrale."
411,,ultra-sun-ultra-moon,ultra-sun,de,"Als man Fossilien noch nicht zurückverwandeln
konnte, war man der Ansicht, sein großer, harter
Gesichtsknochen sei sein Rücken."
411,,ultra-sun-ultra-moon,ultra-sun,es,"Hasta que no se regeneró por completo a este
Pokémon, se pensaba que los grandes y recios
huesos de su rostro eran su columna vertebral."
411,,ultra-sun-ultra-moon,ultra-sun,it,"Prima che venisse rigenerato si riteneva
erroneamente che le grandi e solide ossa
del muso facessero parte del dorso."
411,,ultra-sun-ultra-moon,ultra-sun,en,"The bones of its face are huge and hard, so
they were mistaken for its spine until after this
Pokémon was successfully restored."
411,,ultra-sun-ultra-moon,ultra-sun,ja,"顔の骨が　でかくて　硬いので
復元が　成功するまで
背骨と　勘違い　されていた。"
411,,ultra-sun-ultra-moon,ultra-sun,zh-hans,"脸部的骨头又大又硬，
所以在复原成功前，
一直被错误地认作了脊椎。"
411,,ultra-sun-ultra-moon,ultra-sun,es-419,"Hasta que no se regeneró por completo a este
Pokémon, se pensaba que los grandes y recios
huesos de su rostro eran su columna vertebral."
411,,ultra-sun-ultra-moon,ultra-moon,ja-hrkt,"やく１おくねんまえの　ポケモン。
おそろしく　がんじょうな　かおは
こうてついじょうの　こうどを　もつ。"
411,,ultra-sun-ultra-moon,ultra-moon,ko,"약 1억 년 전의 포켓몬이다.
무섭게 튼튼한 얼굴은
강철 이상의 경도를 가졌다."
411,,ultra-sun-ultra-moon,ultra-moon,zh-hant,"大約１億年前的寶可夢。
結實到極點的臉擁有
超越鋼鐵的硬度。"
411,,ultra-sun-ultra-moon,ultra-moon,fr,"Un Pokémon éteint depuis environ 100 millions
d’années. Sa tête incroyablement solide était
plus dure que l’acier."
411,,ultra-sun-ultra-moon,ultra-moon,de,"Dieses Pokémon lebte vor etwa 100 Millionen
Jahren. Sein unglaublich robustes Gesicht ist
härter als Stahl."
411,,ultra-sun-ultra-moon,ultra-moon,es,"Un Pokémon con una antigüedad de unos cien
millones de años. Su rostro posee una dureza
impresionante, superior incluso a la del acero."
411,,ultra-sun-ultra-moon,ultra-moon,it,"Questo Pokémon esisteva 100 milioni di anni fa.
Il suo muso, incredibilmente resistente, può
essere persino più duro dell’acciaio."
411,,ultra-sun-ultra-moon,ultra-moon,en,"This Pokémon is from roughly 100 million years
ago. Its terrifyingly tough face is harder
than steel."
411,,ultra-sun-ultra-moon,ultra-moon,ja,"約１億年前の　ポケモン。
恐ろしく　頑丈な　顔は
鋼鉄以上の　硬度を　持つ。"
411,,ultra-sun-ultra-moon,ultra-moon,zh-hans,"大约１亿年前的宝可梦。
极其结实的脸有着超越钢铁的硬度。"
411,,ultra-sun-ultra-moon,ultra-moon,es-419,"Un Pokémon con una antigüedad de unos cien
millones de años. Su rostro posee una dureza
impresionante, superior incluso a la del acero."
412,,diamond-pearl,diamond,en,"To shelter itself from cold, wintry
winds, it covers itself with a cloak
made of twigs and leaves."
412,,diamond-pearl,pearl,en,"If its cloak is broken in battle,
it quickly remakes the cloak with
materials nearby."
412,,platinum,platinum,en,"Even if it is born where there are
no cocooning materials, it somehow
always ends up with a cloak."
412,,heartgold-soulsilver,heartgold,en,"It covers itself with a cloak to
shelter from the cold. When it’s
hot, its cloak is thinner."
412,,heartgold-soulsilver,soulsilver,en,"It covers itself with a cloak to
shelter from the cold. When it’s
hot, its cloak is thinner."
412,,black-white,black,fr,"Nul ne sait comment il y parvient,
mais il arrive toujours à se former
une cape, où qu’il soit."
412,,black-white,black,en,"Even if it is born where there are
no cocooning materials, it somehow
always ends up with a cloak."
412,,black-white,white,fr,"Nul ne sait comment il y parvient,
mais il arrive toujours à se former
une cape, où qu’il soit."
412,,black-white,white,en,"Even if it is born where there are
no cocooning materials, it somehow
always ends up with a cloak."
412,,black-2-white-2,black-2,en,"Even if it is born where there are
no cocooning materials, it somehow
always ends up with a cloak."
412,,black-2-white-2,white-2,en,"Even if it is born where there are
no cocooning materials, it somehow
always ends up with a cloak."
412,,x-y,x,ja-hrkt,"つめたい　こがらしを　ふせぐため
こえだや　おちばを　ざいりょうに
ミノを　つくり　からだを　おおう。"
412,,x-y,x,ko,"차가운 초겨울 바람을 막으려고
작은 가지나 낙엽을 재료로
도롱이를 만들어 몸을 감싼다."
412,,x-y,x,fr,"Pour se protéger des vents glacés de l’hiver, il s’est
tissé une cape de feuilles et de brindilles."
412,,x-y,x,de,"Um sich vor dem eisigen Winterwind zu schützen,
legt es sich unter einen Umhang aus Ästen und Laub."
412,,x-y,x,es,"Para protegerse de los vientos fríos invernales, se
cubre con un caparazón de ramas y hojas."
412,,x-y,x,it,"Per ripararsi dal freddo e dai venti invernali si copre
con un manto fatto di rami e foglie."
412,,x-y,x,en,"To shelter itself from cold, wintry winds, it covers
itself with a cloak made of twigs and leaves."
412,,x-y,x,ja,"冷たい　木枯らしを　防ぐため
小枝や　落ち葉を　材料に
ミノを　作り　体を　覆う。"
412,,x-y,x,es-419,"Para protegerse de los vientos fríos invernales, se
cubre con un caparazón de ramas y hojas."
412,,x-y,y,ja-hrkt,"たたかいで　ミノが　こわれてしまうと
ちかくにある　ざいりょうで
ミノを　すぐに　つくりなおす。"
412,,x-y,y,ko,"싸움으로 도롱이가 부서져 버리면
가까이 있는 재료로
도롱이를 바로 만들어 고친다."
412,,x-y,y,fr,"S’il perd sa cape au combat, il en tisse rapidement
une nouvelle avec ce qui lui tombe sous la main."
412,,x-y,y,de,"Wird sein Umhang im Kampf zerstört, macht es sich
schnell aus dem, was es findet, einen neuen."
412,,x-y,y,es,"Si su caparazón se rompe en combate, lo rehace
rápidamente con lo que tenga a mano."
412,,x-y,y,it,"Se il suo manto si rompe mentre lotta, lo rifà
velocemente con ciò che trova attorno a sé."
412,,x-y,y,en,"If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby."
412,,x-y,y,ja,"戦いで　ミノが　壊れてしまうと
近くにある　材料で
ミノを　すぐに　作り直す。"
412,,x-y,y,es-419,"Si su caparazón se rompe en combate, lo rehace
rápidamente con lo que tenga a mano."
412,,omega-ruby-alpha-sapphire,omega-ruby,ja-hrkt,"つめたい　こがらしを　ふせぐため
こえだや　おちばを　ざいりょうに
ミノを　つくり　からだを　おおう。"
412,,omega-ruby-alpha-sapphire,omega-ruby,ko,"차가운 초겨울 바람을 막으려고
작은 가지나 낙엽을 재료로
도롱이를 만들어 몸을 감싼다."
412,,omega-ruby-alpha-sapphire,omega-ruby,fr,"Pour se protéger des vents glacés de l’hiver, il s’est tissé
une cape de feuilles et de brindilles."
412,,omega-ruby-alpha-sapphire,omega-ruby,de,"Um sich vor dem eisigen Winterwind zu schützen, legt es sich
unter einen Umhang aus Ästen und Laub."
412,,omega-ruby-alpha-sapphire,omega-ruby,es,"Para protegerse de los vientos fríos invernales, se cubre con
un caparazón de ramas y hojas."
412,,omega-ruby-alpha-sapphire,omega-ruby,it,"Per ripararsi dal freddo e dai venti invernali si copre con un
manto fatto di rami e foglie."
412,,omega-ruby-alpha-sapphire,omega-ruby,en,"To shelter itself from cold, wintry winds, it covers
itself with a cloak made of twigs and leaves."
