item,version_group,language,flavor_text
sprayduck,legends-arceus,en,"A watering can shaped like a Psyduck. It helps promote the healthy growth of any Berries planted in good, soft soil."
springy-mushroom,legends-arceus,en,"A large and well-ripened mushroom. It is beloved by the more monstrous Pokémon, as well as dragon Pokémon, so they will gather wherever one is thrown."
sprinklotad,legends-arceus,en,"A watering can shaped like a Lotad. It helps promote the healthy growth of any Berries planted in good, soft soil."
star-sweet,legends-arceus,en,"A star-shaped sweet. When a Milcery holds this, it spins around happily."
stardust,legends-arceus,en,"Lovely red sand that flows between the fingers with a loose, silky feel. It can be sold at a low price to the general store."
stealth-spray,legends-arceus,en,"When used in the field, this spray muffles the sound of your footsteps and makes wild Pokémon less likely to notice you for a short time."
steel-memory,legends-arceus,en,A memory disc that contains Steel-type data. It changes the type of the holder if held by a certain species of Pokémon.
sticker-case,legends-arceus,en,A case for storing Seals that can be applied to the exteriors of Poké Balls.
sticky-barb,legends-arceus,en,An item to be held by a Pokémon. It damages the holder every turn and may latch on to Pokémon that touch the holder.
sticky-glob,legends-arceus,en,"A ball of some kind of sticky substance. Hitting a Pokémon with one may stun the Pokémon, creating an opening for you to act."
stone-plate,legends-arceus,en,"A stone tablet imbued with the essence of rock. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Rock type."
storage-key,legends-arceus,en,A key that opens the storage hold inside Sea Mauville.
strawberry-sweet,legends-arceus,en,"A strawberry-shaped sweet. When a Milcery holds this, it will spin around happily."
stretchy-spring,legends-arceus,en,"A thin small spring. It's totally stretched out, and what it's used for is unknown."
style-card,legends-arceus,en,A card that increases the selection in boutiques and hair salons.
suite-key,legends-arceus,en,"A key to one of the suites at a certain luxury hotel by a lake. For some odd reason, it often disappears."
super-lure,legends-arceus,en,A glass bottle of perfume that makes rare Pokémon more likely to appear. It lasts longer than a Lure.
super-potion,legends-arceus,en,A topical medicine meant to be applied to Pokémon. It can be used to restore 100 HP.
super-rod,legends-arceus,en,"An awesome, high-tech fishing rod. Use it at any body of water to fish for wild aquatic Pokémon."
superb-remedy,legends-arceus,en,"An herbal medicine that can restore 150 HP to a Pokémon, just as a Hyper Potion does. Yet the bitter taste will make the Pokémon less friendly toward you."
surge-badge,legends-arceus,en,A novelty badge that you can receive at the Kantonian Gym. Rumor has it that it imitates the Badge of a Gym somewhere.
survival-charm,legends-arceus,en,A mysterious charm that holds the power to protect a person from fainting while out in the field. This type of charm comes in five different colors.
swap-snack,legends-arceus,en,"When eaten, this curious snack temporarily swaps a Pokémon's offensive stats with its defensive stats."
sweet-apple,legends-arceus,en,A peculiar apple that can make a certain species of Pokémon evolve. It's exceptionally sweet.
sweet-heart,legends-arceus,en,A piece of cloyingly sweet chocolate. It can be used to restore 20 HP to a single Pokémon.
swordcap,legends-arceus,en,"Mushrooms that, when consumed, cause the muscles to swell. They imbue the eater with strength and are one of the materials needed for crafting Aux Powers."
tapunium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade the tapu's Nature's Madness to an exclusive Z-Move.
tart-apple,legends-arceus,en,A peculiar apple that can make a certain species of Pokémon evolve. It's exceptionally tart.
tea,legends-arceus,en,Aromatic tea that has a slightly bitter taste. It soothes a dry throat.
tempting-charm,legends-arceus,en,A mysterious charm that tends to be lost before any other item when you faint in the field. This type of charm comes in five different colors.
terrain-extender,legends-arceus,en,An item to be held by a Pokémon. It extends the duration of the terrain caused by the holder's move or Ability.
thanks-mail,legends-arceus,en,Stationery designed to make it easy for you to express thanks. Have a Pokémon hold it for delivery.
throat-spray,legends-arceus,en,Raises Sp. Atk when a Pokémon uses a sound-based move.
tidal-bell,legends-arceus,en,A very old-fashioned bell that makes a gentle ringing sound.
time-balm,legends-arceus,en,A mysterious balm that somehow has the power to calm Dialga in its frenzy.
timid-mint,legends-arceus,en,"When a Pokémon smells this mint, its Speed will grow more easily, but its Attack will grow more slowly."
tin-of-beans,legends-arceus,en,"One of the many ingredients that can be used for cooking at your camp. When simmered, the beans suffuse a dish with their mild flavor."
tmv-pass,legends-arceus,en,A commuter pass that allows the holder to ride the TMV between Lumiose City and Kiloude City at any time.
torn-journal,legends-arceus,en,"An old, stab-bound diary in a traditional style. It has been torn and is missing the latter half of its pages."
tough-candy,legends-arceus,en,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Defense."
tough-candy-xl,legends-arceus,en,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Defense."
toxic-orb,legends-arceus,en,An item to be held by a Pokémon. It's a bizarre orb that will badly poison the holder during battle.
toxic-plate,legends-arceus,en,"A stone tablet imbued with the essence of poison. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Poison type."
tropical-shell,legends-arceus,en,A beautiful white shell that may have drifted from a sea in a warm region.
tumblestone,legends-arceus,en,"When combined with an Apricorn, this mysterious, tumbled stone can draw out the properties required to forge a Poké Ball."
twice-spiced-radish,legends-arceus,en,"These pickled vegetables prime a Pokémon for battle. The Pokémon takes a hard-hitting stance, which boosts the power of the Pokémon's moves by 50 percent."
ultra-ball-hisui,legends-arceus,en,A mysterious ball that provides an even higher success rate for catching Pokémon than a Great Ball does.
ultranecrozium-z--held,legends-arceus,en,It's a crystal that turns Necrozma fused with Solgaleo or Lunala into a new form.
unown-report,legends-arceus,en,A report of all the discovered kinds of Unown.
up-grade,legends-arceus,en,A transparent device somehow filled with all sorts of data. It's loved by a certain Pokémon.
utility-umbrella,legends-arceus,en,An item to be held by a Pokémon. This sturdy umbrella protects the holder from the effects of weather.
uxies-claw,legends-arceus,en,"Proof that you have completed the trial set by Uxie, the Being of Knowledge that lives in Lake Acuity. This item is needed to forge the Red Chain."
vivichoke,legends-arceus,en,Also called a morning-dew bud. It is used as a material for crafting items that can restore vitality to a Pokémon that has fainted.
volcano-balm,legends-arceus,en,"A mysterious balm that gives off a soothing scent. It can be used to help calm the frenzy of the Lord of the Isles, Arcanine."
wacan-berry,legends-arceus,en,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Electric-type attack."
wailmer-pail,legends-arceus,en,This is a tool for watering Berries you planted to make them grow more quickly.
wall-fragment,legends-arceus,en,A fragment that was once part of a stone panel in the Solaceon Ruins. It has markings carved on it that appear to be some kind of writing.
warding-charm,legends-arceus,en,A mysterious charm that holds the power to protect a person from being afflicted with status conditions. This type of charm comes in five different colors.
water-memory,legends-arceus,en,A memory disc that contains Water-type data. It changes the type of the holder if held by a certain species of Pokémon.
water-stone,legends-arceus,en,A peculiar stone that can make certain species of Pokémon evolve. It is the clear blue of a deep pool.
waterium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Water-type moves to Water-type Z-Moves.
wave-incense,legends-arceus,en,An item to be held by a Pokémon. This incense has a curious aroma that boosts the power of Water-type moves.
whipped-dream,legends-arceus,en,"A soft and sweet treat made of fluffy, puffy, whipped, and whirled cream. It's loved by a certain Pokémon."
white-apricorn,legends-arceus,en,A white Apricorn. It doesn't smell like anything.
white-flute,legends-arceus,en,A flute made from white glass. It makes it easier to encounter weak Pokémon in the place you use it.
white-mane-hair,legends-arceus,en,"Mane hair that belonged to the King of Bountiful Harvests' beloved steed, Glastrier. The hair is strong and very flexible."
wide-lens,legends-arceus,en,An item to be held by a Pokémon. It's a magnifying lens that slightly boosts the accuracy of moves.
wiki-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to restore its HP by up to half its max.
wise-glasses,legends-arceus,en,An item to be held by a Pokémon. This thick pair of glasses slightly boosts the power of special moves.
wishing-piece,legends-arceus,en,Throw one into a Pokémon Den to attract a wild Dynamax Pokémon.
wishing-star,legends-arceus,en,A stone found in the Galar region with a mysterious power. It's said that your dreams come true if you find one.
wood,legends-arceus,en,"A handy log of wood that can be used for anything, from crafting common goods needed for daily living to producing works of art."
wooden-crown,legends-arceus,en,A mysterious object made of wood. Part of it seems to be chipped. Maybe it's meant to be part of something.
x-sp-atk,legends-arceus,en,An item that sharply boosts the Sp. Atk stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
xtransceiver,legends-arceus,en,A high-tech transceiver with a camera function. It allows up to four-way calls.
yache-berry,legends-arceus,en,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ice-type attack."
yellow-apricorn,legends-arceus,en,A yellow Apricorn. It has an invigorating scent.
yellow-petal,legends-arceus,en,A pressed flower petal you receive from Sophocles during Mina's trial. The goal is to collect seven different kinds of petals.
z-power-ring,legends-arceus,en,A mysterious ring that enables Pokémon to use Z-Power. It requires both the willpower and the physical power of the Trainer wearing it.
zap-plate,legends-arceus,en,"A stone tablet imbued with the essence of electricity. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Electric type."
zinc,legends-arceus,en,"A nutritious drink for Pokémon. When consumed, it raises the Sp. Def base points of a single Pokémon."
zoom-lens,legends-arceus,en,"An item to be held by a Pokémon. If the holder moves after its target moves, its accuracy will be boosted."
