key,column,pokeapi,pokedb,chosen
inferno-overdrive/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"El usuario emplea el Poder Z para lanzar una
enorme llamarada con la que calcina a su objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para lanzar una
enorme llamarada con la que calcina a su objetivo.
Su potencia depende de la del movimiento original."
inferno-overdrive/lets-go-pikachu-lets-go-eevee/it,flavor_text(z-split),"Chi la usa sfrutta il Potere Z per emettere fiamme
incandescenti che inceneriscono il bersaglio. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa sfrutta il Potere Z per emettere fiamme
incandescenti che inceneriscono il bersaglio. La
potenza varia a seconda della mossa su cui si basa."
inferno-overdrive/lets-go-pikachu-lets-go-eevee/en,flavor_text(z-split),"The user breathes a stream of intense fire toward
the target with the full force of its Z-Power.
The power varies depending on the original move.",Dummy Data,"The user breathes a stream of intense fire toward
the target with the full force of its Z-Power.
The power varies depending on the original move."
inferno-overdrive/lets-go-pikachu-lets-go-eevee/ja,flavor_text(z-split),"Ｚパワーで　燃えさかる　炎を　吐きだし
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　燃えさかる　炎を　吐きだし
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。"
inferno-overdrive/lets-go-pikachu-lets-go-eevee/zh-hans,flavor_text(z-split),"通过Ｚ力量喷出熊熊烈火，
全力撞向对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量喷出熊熊烈火，
全力撞向对手。
威力会根据原来的招式而改变。"
inferno-overdrive/lets-go-pikachu-lets-go-eevee/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para lanzar una
enorme llamarada con la que calcina a su objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para lanzar una
enorme llamarada con la que calcina a su objetivo.
Su potencia depende de la del movimiento original."
hydro-vortex/sun-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　おおきな　うずしおを　つくり
ぜんりょくで　あいてを　のみこむ。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　おおきな　うずしおを　つくり
ぜんりょくで　あいてを　のみこむ。
もとになった　わざで　いりょくが　かわる。"
hydro-vortex/sun-moon/ko,flavor_text(z-split),"Z파워로 큰 바다회오리를 만들어
전력으로 상대를 집어삼킨다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 큰 바다회오리를 만들어
전력으로 상대를 집어삼킨다.
원래 기술에 따라 위력이 변한다."
hydro-vortex/sun-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量製造大大的潮旋，
全力吞沒對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量製造大大的潮旋，
全力吞沒對手。
威力會隨原本的招式而改變。"
hydro-vortex/sun-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour créer un tourbillon
gigantesque qui avale l’adversaire. La puissance
varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour créer un tourbillon
gigantesque qui avale l’adversaire. La puissance
varie selon celle de la capacité originale."
hydro-vortex/sun-moon/de,flavor_text(z-split),"Der Anwender kreiert mit Z-Kraft einen riesigen
Wasserstrudel, der das Ziel verschluckt. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender kreiert mit Z-Kraft einen riesigen
Wasserstrudel, der das Ziel verschluckt. Die Stärke
variiert je nach zugrunde liegender Attacke."
hydro-vortex/sun-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original."
hydro-vortex/sun-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa crea un enorme vortice
che inghiotte il bersaglio. La potenza varia
a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa crea un enorme vortice
che inghiotte il bersaglio. La potenza varia
a seconda della mossa su cui si basa."
hydro-vortex/sun-moon/en,flavor_text(z-split),"The user creates a huge whirling current using
its Z-Power to swallow the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user creates a huge whirling current using
its Z-Power to swallow the target with full force.
The power varies, depending on the original move."
hydro-vortex/sun-moon/ja,flavor_text(z-split),"Ｚパワーで　大きな　渦潮を　作り
全力で　相手を　飲みこむ。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　大きな　渦潮を　作り
全力で　相手を　飲みこむ。
元になった　技で　威力が　変わる。"
hydro-vortex/sun-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量制造大大的潮旋，
全力吞没对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量制造大大的潮旋，
全力吞没对手。
威力会根据原来的招式而改变。"
hydro-vortex/sun-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original."
hydro-vortex/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　おおきな　うずしおを　つくり
ぜんりょくで　あいてを　のみこむ。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　おおきな　うずしおを　つくり
ぜんりょくで　あいてを　のみこむ。
もとになった　わざで　いりょくが　かわる。"
hydro-vortex/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 큰 바다회오리를 만들어
전력으로 상대를 집어삼킨다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 큰 바다회오리를 만들어
전력으로 상대를 집어삼킨다.
원래 기술에 따라 위력이 변한다."
hydro-vortex/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量製造大大的潮旋，
全力吞沒對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量製造大大的潮旋，
全力吞沒對手。
威力會隨原本的招式而改變。"
hydro-vortex/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour créer un tourbillon
gigantesque qui avale l’adversaire. La puissance
varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour créer un tourbillon
gigantesque qui avale l’adversaire. La puissance
varie selon celle de la capacité originale."
hydro-vortex/ultra-sun-ultra-moon/de,flavor_text(z-split),"Der Anwender kreiert mit Z-Kraft einen riesigen
Wasserstrudel, der das Ziel verschluckt. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender kreiert mit Z-Kraft einen riesigen
Wasserstrudel, der das Ziel verschluckt. Die Stärke
variiert je nach zugrunde liegender Attacke."
hydro-vortex/ultra-sun-ultra-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original."
hydro-vortex/ultra-sun-ultra-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa crea un enorme vortice
che inghiotte il bersaglio. La potenza varia
a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa crea un enorme vortice
che inghiotte il bersaglio. La potenza varia
a seconda della mossa su cui si basa."
hydro-vortex/ultra-sun-ultra-moon/en,flavor_text(z-split),"The user creates a huge whirling current using
its Z-Power to swallow the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user creates a huge whirling current using
its Z-Power to swallow the target with full force.
The power varies, depending on the original move."
hydro-vortex/ultra-sun-ultra-moon/ja,flavor_text(z-split),"Ｚパワーで　大きな　渦潮を　作り
全力で　相手を　飲みこむ。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　大きな　渦潮を　作り
全力で　相手を　飲みこむ。
元になった　技で　威力が　変わる。"
hydro-vortex/ultra-sun-ultra-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量制造大大的潮旋，
全力吞没对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量制造大大的潮旋，
全力吞没对手。
威力会根据原来的招式而改变。"
hydro-vortex/ultra-sun-ultra-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original."
hydro-vortex/lets-go-pikachu-lets-go-eevee/ja-hrkt,flavor_text(z-split),"Ｚパワーで　おおきな　うずしおを　つくり
ぜんりょくで　あいてを　のみこむ。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　おおきな　うずしおを　つくり
ぜんりょくで　あいてを　のみこむ。
もとになった　わざで　いりょくが　かわる。"
hydro-vortex/lets-go-pikachu-lets-go-eevee/ko,flavor_text(z-split),"Z파워로 큰 바다회오리를 만들어
전력으로 상대를 집어삼킨다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 큰 바다회오리를 만들어
전력으로 상대를 집어삼킨다.
원래 기술에 따라 위력이 변한다."
hydro-vortex/lets-go-pikachu-lets-go-eevee/zh-hant,flavor_text(z-split),"透過Ｚ力量製造大大的潮旋，
全力吞沒對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量製造大大的潮旋，
全力吞沒對手。
威力會隨原本的招式而改變。"
hydro-vortex/lets-go-pikachu-lets-go-eevee/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour créer un tourbillon
gigantesque qui avale l’adversaire. La puissance varie
selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour créer un tourbillon
gigantesque qui avale l’adversaire. La puissance varie
selon celle de la capacité originale."
hydro-vortex/lets-go-pikachu-lets-go-eevee/de,flavor_text(z-split),"Der Anwender kreiert mit Z-Kraft einen riesigen
Wasserstrudel, der das Ziel verschluckt. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender kreiert mit Z-Kraft einen riesigen
Wasserstrudel, der das Ziel verschluckt. Die Stärke
variiert je nach zugrunde liegender Attacke."
hydro-vortex/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original."
hydro-vortex/lets-go-pikachu-lets-go-eevee/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa crea un enorme vortice
che inghiotte il bersaglio. La potenza varia
a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa crea un enorme vortice
che inghiotte il bersaglio. La potenza varia
a seconda della mossa su cui si basa."
hydro-vortex/lets-go-pikachu-lets-go-eevee/en,flavor_text(z-split),"The user creates a huge whirling current using
its Z-Power to swallow the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user creates a huge whirling current using
its Z-Power to swallow the target with full force.
The power varies, depending on the original move."
hydro-vortex/lets-go-pikachu-lets-go-eevee/ja,flavor_text(z-split),"Ｚパワーで　大きな　渦潮を　作り
全力で　相手を　飲みこむ。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　大きな　渦潮を　作り
全力で　相手を　飲みこむ。
元になった　技で　威力が　変わる。"
hydro-vortex/lets-go-pikachu-lets-go-eevee/zh-hans,flavor_text(z-split),"通过Ｚ力量制造大大的潮旋，
全力吞没对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量制造大大的潮旋，
全力吞没对手。
威力会根据原来的招式而改变。"
hydro-vortex/lets-go-pikachu-lets-go-eevee/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear un potente
torbellino de agua que engulle al objetivo. Su
potencia depende de la del movimiento original."
bloom-doom/sun-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　くさばなの　エネルギーを　かり
ぜんりょくで　あいてを　こうげきする。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　くさばなの　エネルギーを　かり
ぜんりょくで　あいてを　こうげきする。
もとになった　わざで　いりょくが　かわる。"
bloom-doom/sun-moon/ko,flavor_text(z-split),"Z파워로 화초들의 에너지를 빌려
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 화초들의 에너지를 빌려
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다."
bloom-doom/sun-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量借助花草的能量，
全力攻擊對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量借助花草的能量，
全力攻擊對手。
威力會隨原本的招式而改變。"
bloom-doom/sun-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour libérer l’énergie
des plantes et attaquer l’adversaire. La puissance
varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour libérer l’énergie
des plantes et attaquer l’adversaire. La puissance
varie selon celle de la capacité originale."
bloom-doom/sun-moon/de,flavor_text(z-split),"Der Anwender leiht sich durch Z-Kraft die Energie
von Wiesenblumen und greift das Ziel damit an. Die
Stärke variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender leiht sich durch Z-Kraft die Energie
von Wiesenblumen und greift das Ziel damit an. Die
Stärke variiert je nach zugrunde liegender Attacke."
bloom-doom/sun-moon/es,flavor_text(z-split),"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original."
bloom-doom/sun-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa concentra l’energia
delle piante per scatenare un potente attacco. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa concentra l’energia
delle piante per scatenare un potente attacco. La
potenza varia a seconda della mossa su cui si basa."
bloom-doom/sun-moon/en,flavor_text(z-split),"The user collects energy from plants using its
Z-Power and attacks the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user collects energy from plants using its
Z-Power and attacks the target with full force.
The power varies, depending on the original move."
bloom-doom/sun-moon/ja,flavor_text(z-split),"Ｚパワーで　草花の　エネルギーを　借り
全力で　相手を　攻撃する。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　草花の　エネルギーを　借り
全力で　相手を　攻撃する。
元になった　技で　威力が　変わる。"
bloom-doom/sun-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量借助花草的能量，
全力攻击对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量借助花草的能量，
全力攻击对手。
威力会根据原来的招式而改变。"
bloom-doom/sun-moon/es-419,flavor_text(z-split),"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original."
bloom-doom/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　くさばなの　エネルギーを　かり
ぜんりょくで　あいてを　こうげきする。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　くさばなの　エネルギーを　かり
ぜんりょくで　あいてを　こうげきする。
もとになった　わざで　いりょくが　かわる。"
bloom-doom/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 화초들의 에너지를 빌려
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 화초들의 에너지를 빌려
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다."
bloom-doom/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量借助花草的能量，
全力攻擊對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量借助花草的能量，
全力攻擊對手。
威力會隨原本的招式而改變。"
bloom-doom/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour libérer l’énergie
des plantes et attaquer l’adversaire. La puissance
varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour libérer l’énergie
des plantes et attaquer l’adversaire. La puissance
varie selon celle de la capacité originale."
bloom-doom/ultra-sun-ultra-moon/de,flavor_text(z-split),"Der Anwender leiht sich durch Z-Kraft die Energie
von Wiesenblumen und greift das Ziel damit an. Die
Stärke variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender leiht sich durch Z-Kraft die Energie
von Wiesenblumen und greift das Ziel damit an. Die
Stärke variiert je nach zugrunde liegender Attacke."
bloom-doom/ultra-sun-ultra-moon/es,flavor_text(z-split),"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original."
bloom-doom/ultra-sun-ultra-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa concentra l’energia
delle piante per scatenare un potente attacco. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa concentra l’energia
delle piante per scatenare un potente attacco. La
potenza varia a seconda della mossa su cui si basa."
bloom-doom/ultra-sun-ultra-moon/en,flavor_text(z-split),"The user collects energy from plants using its
Z-Power and attacks the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user collects energy from plants using its
Z-Power and attacks the target with full force.
The power varies, depending on the original move."
bloom-doom/ultra-sun-ultra-moon/ja,flavor_text(z-split),"Ｚパワーで　草花の　エネルギーを　借り
全力で　相手を　攻撃する。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　草花の　エネルギーを　借り
全力で　相手を　攻撃する。
元になった　技で　威力が　変わる。"
bloom-doom/ultra-sun-ultra-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量借助花草的能量，
全力攻击对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量借助花草的能量，
全力攻击对手。
威力会根据原来的招式而改变。"
bloom-doom/ultra-sun-ultra-moon/es-419,flavor_text(z-split),"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original."
bloom-doom/lets-go-pikachu-lets-go-eevee/ja-hrkt,flavor_text(z-split),"Ｚパワーで　くさばなの　エネルギーを　かり
ぜんりょくで　あいてを　こうげきする。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　くさばなの　エネルギーを　かり
ぜんりょくで　あいてを　こうげきする。
もとになった　わざで　いりょくが　かわる。"
bloom-doom/lets-go-pikachu-lets-go-eevee/ko,flavor_text(z-split),"Z파워로 화초들의 에너지를 빌려
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 화초들의 에너지를 빌려
전력으로 상대를 공격한다.
원래 기술에 따라 위력이 변한다."
bloom-doom/lets-go-pikachu-lets-go-eevee/zh-hant,flavor_text(z-split),"透過Ｚ力量借助花草的能量，
全力攻擊對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量借助花草的能量，
全力攻擊對手。
威力會隨原本的招式而改變。"
bloom-doom/lets-go-pikachu-lets-go-eevee/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour libérer l’énergie
des plantes et attaquer l’adversaire. La puissance varie
selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour libérer l’énergie
des plantes et attaquer l’adversaire. La puissance varie
selon celle de la capacité originale."
bloom-doom/lets-go-pikachu-lets-go-eevee/de,flavor_text(z-split),"Der Anwender leiht sich durch Z-Kraft die Energie
von Wiesenblumen und greift das Ziel damit an. Die
Stärke variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender leiht sich durch Z-Kraft die Energie
von Wiesenblumen und greift das Ziel damit an. Die
Stärke variiert je nach zugrunde liegender Attacke."
bloom-doom/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original."
bloom-doom/lets-go-pikachu-lets-go-eevee/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa concentra l’energia
delle piante per scatenare un potente attacco. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa concentra l’energia
delle piante per scatenare un potente attacco. La
potenza varia a seconda della mossa su cui si basa."
bloom-doom/lets-go-pikachu-lets-go-eevee/en,flavor_text(z-split),"The user collects energy from plants using its
Z-Power and attacks the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user collects energy from plants using its
Z-Power and attacks the target with full force.
The power varies, depending on the original move."
bloom-doom/lets-go-pikachu-lets-go-eevee/ja,flavor_text(z-split),"Ｚパワーで　草花の　エネルギーを　借り
全力で　相手を　攻撃する。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　草花の　エネルギーを　借り
全力で　相手を　攻撃する。
元になった　技で　威力が　変わる。"
bloom-doom/lets-go-pikachu-lets-go-eevee/zh-hans,flavor_text(z-split),"通过Ｚ力量借助花草的能量，
全力攻击对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量借助花草的能量，
全力攻击对手。
威力会根据原来的招式而改变。"
bloom-doom/lets-go-pikachu-lets-go-eevee/es-419,flavor_text(z-split),"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para concentrar la energía de la
vegetación que lo rodea y atacar al objetivo. Su
potencia depende de la del movimiento original."
gigavolt-havoc/sun-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　ためた　つよい　でんきを
ぜんりょくで　あいてに　ぶつける。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　ためた　つよい　でんきを
ぜんりょくで　あいてに　ぶつける。
もとになった　わざで　いりょくが　かわる。"
gigavolt-havoc/sun-moon/ko,flavor_text(z-split),"Z파워로 비축한 강한 전기를
전력으로 상대에게 부딪친다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 비축한 강한 전기를
전력으로 상대에게 부딪친다.
원래 기술에 따라 위력이 변한다."
gigavolt-havoc/sun-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量將蓄積的強大電流
全力撞向對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量將蓄積的強大電流
全力撞向對手。
威力會隨原本的招式而改變。"
gigavolt-havoc/sun-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour générer un courant
électrique puissant qu’il projette sur l’adversaire. La
puissance varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour générer un courant
électrique puissant qu’il projette sur l’adversaire. La
puissance varie selon celle de la capacité originale."
gigavolt-havoc/sun-moon/de,flavor_text(z-split),"Der Anwender greift das Ziel mit durch Z-Kraft
gesammelter starker Elektrizität an. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender greift das Ziel mit durch Z-Kraft
gesammelter starker Elektrizität an. Die Stärke
variiert je nach zugrunde liegender Attacke."
gigavolt-havoc/sun-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para generar una fuerte
descarga eléctrica con la que electrocuta al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar una fuerte
descarga eléctrica con la que electrocuta al objetivo.
Su potencia depende de la del movimiento original."
gigavolt-havoc/sun-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa genera una fortissima
scarica elettrica che colpisce il bersaglio. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa genera una fortissima
scarica elettrica che colpisce il bersaglio. La potenza
varia a seconda della mossa su cui si basa."
gigavolt-havoc/sun-moon/en,flavor_text(z-split),"The user hits the target with a powerful electric
current collected by its Z-Power. The power varies,
depending on the original move.",Dummy Data,"The user hits the target with a powerful electric
current collected by its Z-Power. The power varies,
depending on the original move."
gigavolt-havoc/sun-moon/ja,flavor_text(z-split),"Ｚパワーで　溜めた　強い　電気を
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　溜めた　強い　電気を
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。"
gigavolt-havoc/sun-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量将蓄积的强大电流
全力撞向对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量将蓄积的强大电流
全力撞向对手。
威力会根据原来的招式而改变。"
gigavolt-havoc/sun-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para generar una fuerte
descarga eléctrica con la que electrocuta al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar una fuerte
descarga eléctrica con la que electrocuta al objetivo.
Su potencia depende de la del movimiento original."
gigavolt-havoc/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　ためた　つよい　でんきを
ぜんりょくで　あいてに　ぶつける。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　ためた　つよい　でんきを
ぜんりょくで　あいてに　ぶつける。
もとになった　わざで　いりょくが　かわる。"
gigavolt-havoc/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 비축한 강한 전기를
전력으로 상대에게 부딪친다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 비축한 강한 전기를
전력으로 상대에게 부딪친다.
원래 기술에 따라 위력이 변한다."
gigavolt-havoc/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量將蓄積的強大電流
全力撞向對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量將蓄積的強大電流
全力撞向對手。
威力會隨原本的招式而改變。"
gigavolt-havoc/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour générer un courant
électrique puissant qu’il projette sur l’adversaire. La
puissance varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour générer un courant
électrique puissant qu’il projette sur l’adversaire. La
puissance varie selon celle de la capacité originale."
gigavolt-havoc/ultra-sun-ultra-moon/de,flavor_text(z-split),"Der Anwender greift das Ziel mit durch Z-Kraft
gesammelter starker Elektrizität an. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender greift das Ziel mit durch Z-Kraft
gesammelter starker Elektrizität an. Die Stärke
variiert je nach zugrunde liegender Attacke."
gigavolt-havoc/ultra-sun-ultra-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para generar una fuerte
descarga eléctrica con la que electrocuta al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para generar una fuerte
descarga eléctrica con la que electrocuta al objetivo.
Su potencia depende de la del movimiento original."
